SPECTRUM - MS
D:\KP4_cells\20260221_Neg_H2O2QC_PRM_1.raw
 FTMS - p ESI Full ms2 678.3986@hcd30.00 [47.5052-712.5786] 
Scan #:1766 
RT: 7.63 
AV: 1 
Data points: 571
Mass,Intensity
89.8943877706944,0
89.89489930128,0
89.895410836232,0
89.8959223755501,146.354583740234
89.8964339192346,253.7197265625
89.8969454672855,299.720275878906
89.8974570197028,251.781661987305
89.8979685764865,138.631622314453
89.898505660852,0
89.8990172263689,0
89.8995287962523,0
89.9000403705024,0
98.9360000101562,0
98.9365906251312,0
98.9371812453949,0
98.9377718709474,0
98.9383625017887,240.984756469727
98.9389531379188,384.966827392578
98.939543779338,404.318817138672
98.9401344260461,283.762603759766
98.9407250780433,114.19409942627
98.9411310329047,0
98.9417216954802,0
98.9423123633451,0
98.9429030364992,0
100.928619068674,0
100.929227617876,0
100.929836172582,0
100.930444732793,0
100.931053298507,85.6992645263672
100.931661869725,520.975463867188
100.932270446448,1986.38452148438
100.932879028674,3610.92895507813
100.933487616405,4923.51513671875
100.934096209641,3982.2822265625
100.93470480838,2351.90747070313
100.935313412625,878.743469238281
100.935922022374,293.01611328125
100.936530637627,121.087516784668
100.937371316584,0
100.937979942847,0
100.938588574615,0
100.939197211888,0
125.369643437499,0
125.370485922385,0
125.371328415764,0
125.372170917635,0
125.373013427998,127.497032165527
125.373855946855,266.670745849609
125.374698474204,327.941589355469
125.375541010046,265.10986328125
125.37638355438,132.194030761719
125.377238090245,0
125.378080651566,0
125.378923221381,0
125.379765799689,0
132.003629873886,0
132.004540106655,0
132.005450348838,0
132.006360600436,0
132.007270861449,168.349105834961
132.008181131878,277.240417480469
132.009091411722,320.993682861328
132.010001700981,266.657928466797
132.010911999656,147.774551391602
132.011840858179,0
132.012751175686,0
132.013661502609,0
132.014571838948,0
144.915712533361,0
144.916759534391,0
144.917806546768,0
144.918853570491,0
144.919900605562,94.1235656738281
144.92094765198,258.02197265625
144.921994709745,612.964904785156
144.923041778859,932.340881347656
144.924088859319,862.219909667969
144.925135951128,517.799621582031
144.926183054285,200.463119506836
144.92723016879,68.7763900756836
144.928122178882,0
144.929169316084,0
144.930216464635,0
144.931263624535,0
152.986584807639,0
152.987720484464,0
152.988856173935,0
152.989991876052,0
152.991127590815,23.8860034942627
152.992263318225,391.339019775391
152.993399058282,1493.31860351563
152.994534810985,2760.1748046875
152.995670576336,3842.025390625
152.996806354333,3226.85961914063
152.997942144978,1943.31884765625
152.999077948271,759.861206054688
153.000213764212,215.18489074707
153.0013495928,65.6539077758789
153.00264865248,0
153.003784506365,0
153.004920372898,0
153.00605625208,0
158.966621195474,0
158.967824105343,0
158.969027028865,0
158.970229966042,0
158.971432916873,73.7860107421875
158.972635881358,433.711883544922
158.973838859498,919.577758789063
158.975041851293,1424.17761230469
158.976244856742,1403.03442382813
158.977447875848,913.990173339844
158.978650908608,458.298187255859
158.979853955024,134.92546081543
158.981051361037,0
158.982254434766,0
158.98345752215,0
158.984660623191,0
165.696364916953,0
165.697645016674,0
165.698925131228,0
165.700205260618,0
165.701485404842,150.672012329102
165.702765563901,273.23828125
165.704045737795,332.889617919922
165.705325926525,287.188751220703
165.706606130091,166.462554931641
165.707738942335,0
165.709019175573,0
165.710299423647,0
165.711579686558,0
171.092107939512,0
171.093451075424,0
171.094794227153,0
171.096137394698,0
171.09748057806,57.2438316345215
171.098823777238,576.570373535156
171.100166992234,1684.32507324219
171.101510223048,2877.62377929688
171.102853469679,3493.81201171875
