"Polarity","Adduct.type","Average.Rt.min.","Average.Mz","Metabolite.curated","Ontology","Alignment.ID"
"Neg","[M-H]-",12.601,714.50757,"PE 16:1_18:1","PE",33346
"Neg","[M-H]-",12.783,764.52344,"PE 18:0_20:5","PE",36403
"Neg","[M-H]-",12.809,740.52344,"PE 18:1_18:2","PE",34952
"Neg","[M-H]-",13.003,740.52362,"PE 18:1_18:2","PE",34953
"Neg","[M-H]-",13.057,752.52197,"PE 17:0_20:4","PE",35684
"Neg","[M-H]-",13.075,778.53882,"PE 17:0_22:5","PE",37303
"Neg","[M-H]-",13.093,766.53827,"PE 18:1_20:3","PE",36547
"Neg","[M-H]-",13.102,702.50775,"PE 16:0_17:1","PE",32596
"Neg","[M-H]-",13.208,728.52338,"PE 17:1_18:1","PE",34193
"Neg","[M-H]-",13.226,764.5271,"PE 18:1_20:4","PE",36407
"Neg","[M-H]-",13.25,790.53876,"PE 18:0_22:6","PE",38005
"Neg","[M-H]-",13.305,816.55402,"PE 20:1_22:6","PE",39586
"Neg","[M-H]-",13.407,740.52301,"PE 18:1_18:2","PE",34951
"Neg","[M-H]-",13.461,766.539,"PE 18:0_20:4","PE",36549
"Neg","[M-H]-",13.62,690.50757,"PE 16:0_16:0","PE",31813
"Neg","[M-H]-",13.67,792.55469,"PE 18:0_22:5","PE",38135
"Neg","[M-H]-",13.693,766.53876,"PE 18:0_20:4","PE",36548
"Neg","[M-H]-",13.732,764.52405,"PE 18:0_20:5","PE",36404
"Neg","[M-H]-",13.737,714.50793,"PE 16:1_18:1","PE",33347
"Neg","[M-H]-",13.739,716.52319,"PE 16:0_18:1","PE",33472
"Neg","[M-H]-",13.837,742.53894,"PE 18:1_18:1","PE",35073
"Neg","[M-H]-",14.075,740.5238,"PE 18:1_18:2","PE",34954
"Neg","[M-H]-",14.194,742.53906,"PE 18:0_18:2","PE",35074
"Neg","[M-H]-",14.276,768.55432,"PE 18:0_20:3","PE",36678
"Neg","[M-H]-",14.307,766.5412,"PE 18:0_20:4","PE",36553
"Neg","[M-H]-",14.341,780.55377,"PE 19:0_20:4","PE",37429
"Neg","[M-H]-",14.456,742.53833,"PE 18:1_18:1","PE",35071
"Neg","[M-H]-",14.637,794.57001,"PE 18:0_22:4","PE",38245
"Neg","[M-H]-",14.732,768.55475,"PE 18:0_20:3","PE",36679
"Neg","[M-H]-",14.959,718.53894,"PE 16:0_18:0","PE",33587
"Neg","[M-H]-",15.055,794.57013,"PE 20:0_20:4","PE",38246
"Neg","[M-H]-",15.068,742.53925,"PE 18:1_18:1","PE",35075
"Neg","[M-H]-",15.076,820.58569,"PE 22:1_20:4","PE",39828
"Neg","[M-H]-",15.09,744.55469,"PE 18:0_18:1","PE",35196
"Neg","[M-H]-",15.149,770.57007,"PE 18:1_20:1","PE",36803
"Neg","[M-H]-",15.445,744.55511,"PE 18:0_18:1","PE",35198
"Neg","[M-H]-",15.612,770.57043,"PE 18:0_20:2","PE",36804
"Neg","[M-H]-",15.665,766.53918,"PE 18:0_20:4","PE",36551
"Neg","[M-H]-",15.778,796.58545,"PE 18:0_22:3","PE",38361
"Neg","[M-H]-",15.786,716.52332,"PE 16:0_18:1","PE",33473
"Neg","[M-H]-",15.809,758.57056,"PE 19:0_18:1","PE",36027
"Neg","[M-H]-",15.869,742.53888,"PE 18:1_18:1","PE",35072
"Neg","[M-H]-",16.577,822.60175,"PE 22:0_20:4","PE",39959
"Neg","[M-H]-",17.248,744.55499,"PE 18:0_18:1","PE",35197
"Neg","[M-H]-",18.233,850.63257,"PE 24:0_20:4","PE",41636
"Neg","[M-H]-",1.129,498.26245,"LPE 20:5","LPE",19509
"Neg","[M-H]-",1.521,498.26257,"LPE 20:5","LPE",19510
"Neg","[M-H]-",1.808,524.27808,"LPE 22:6","LPE",21185
"Neg","[M-H]-",1.818,450.26245,"LPE 16:1","LPE",15885
"Neg","[M-H]-",1.9,500.27808,"LPE 20:4","LPE",19643
"Neg","[M-H]-",1.93,524.27808,"LPE 22:6","LPE",21184
"Neg","[M-H]-",2.055,500.27811,"LPE 20:4","LPE",19644
"Neg","[M-H]-",2.078,526.29407,"LPE 22:5","LPE",21357
"Neg","[M-H]-",2.079,438.26248,"LPE 15:0","LPE",15096
"Neg","[M-H]-",2.123,476.27811,"LPE 18:2","LPE",17730
"Neg","[M-H]-",2.262,526.29364,"LPE 22:5","LPE",21353
"Neg","[M-H]-",2.358,464.27814,"LPE 17:1","LPE",16797
"Neg","[M-H]-",2.404,450.26236,"LPE 16:1","LPE",15884
"Neg","[M-H]-",2.457,452.27817,"LPE 16:0","LPE",15995
"Neg","[M-H]-",2.575,502.29385,"LPE 20:3","LPE",19749
"Neg","[M-H]-",2.686,502.29382,"LPE 20:3","LPE",19747
"Neg","[M-H]-",2.703,526.29419,"LPE 22:5","LPE",21358
"Neg","[M-H]-",2.744,452.27805,"LPE 16:0","LPE",15994
"Neg","[M-H]-",2.81,478.29367,"LPE 18:1","LPE",17891
"Neg","[M-H]-",2.966,502.29382,"LPE 20:3","LPE",19748
"Neg","[M-H]-",3.122,478.29367,"LPE 18:1","LPE",17892
"Neg","[M-H]-",3.176,528.30939,"LPE 22:4","LPE",21512
"Neg","[M-H]-",3.671,466.29385,"LPE 17:0","LPE",16943
"Neg","[M-H]-",3.676,554.3252,"LPE 24:5","LPE",23155
"Neg","[M-H]-",4.428,480.30945,"LPE 18:0","LPE",18076
"Pos","[M+H]+",13.107,674.5119,"PE P-16:0_16:1","EtherPE",30836
"Pos","[M+H]+",15.745,704.55908,"PE P-18:0_16:0","EtherPE",33565
"Pos","[M+H]+",14.418,702.5434,"PE P-16:0_18:1","EtherPE",33361
"Pos","[M+H]+",13.305,700.52802,"PE P-16:0_18:2","EtherPE",33176
"Pos","[M+H]+",15.83,730.57501,"PE P-18:0_18:1","EtherPE",35882
"Pos","[M+H]+",14.487,728.55908,"PE P-18:1_18:1","EtherPE",35711
"Pos","[M+H]+",14.043,726.5434,"PE P-16:0_20:3","EtherPE",35523
"Pos","[M+H]+",13.237,726.54358,"PE P-18:1_18:2","EtherPE",35524
"Pos","[M+H]+",13.029,724.52777,"PE P-16:0_20:4","EtherPE",35334
"Pos","[M+H]+",12.825,724.52777,"PE P-16:0_20:4","EtherPE",35335
"Pos","[M+H]+",12.158,722.51196,"PE P-16:0_20:5","EtherPE",35155
"Pos","[M+H]+",17.345,758.6062,"PE P-18:0_20:1","EtherPE",38552
"Pos","[M+H]+",16.095,756.59052,"PE P-16:0_22:2","EtherPE",38353
"Pos","[M+H]+",15.861,756.59003,"PE P-18:1_20:1","EtherPE",38352
"Pos","[M+H]+",15.063,754.57501,"PE P-16:0_22:3","EtherPE",38173
"Pos","[M+H]+",13.964,752.55939,"PE P-16:0_22:4","EtherPE",37965
"Pos","[M+H]+",14.331,752.55878,"PE P-18:0_20:4","EtherPE",37962
"Pos","[M+H]+",13.026,750.54297,"PE P-16:0_22:5","EtherPE",37797
"Pos","[M+H]+",12.781,750.54333,"PE P-16:0_22:5","EtherPE",37799
"Pos","[M+H]+",13.365,750.54309,"PE P-18:0_20:5","EtherPE",37798
"Pos","[M+H]+",12.597,748.52802,"PE P-16:0_22:6","EtherPE",37617
"Pos","[M+H]+",12.228,748.52783,"PE P-18:1_20:5","EtherPE",37615
"Pos","[M+H]+",13.203,762.54419,"PE P-17:0_22:6","EtherPE",38940
"Pos","[M+H]+",17.637,784.62189,"PE P-18:0_22:2","EtherPE",41075
"Pos","[M+H]+",17.437,784.62189,"PE P-18:1_22:1","EtherPE",41076
"Pos","[M+H]+",15.341,780.59052,"PE P-18:0_22:4","EtherPE",40672
"Pos","[M+H]+",15.784,780.59064,"PE P-20:0_20:4","EtherPE",40673
"Pos","[M+H]+",14.299,778.57452,"PE P-18:0_22:5","EtherPE",40488
"Pos","[M+H]+",14.052,778.57495,"PE P-18:1_22:4","EtherPE",40491
"Pos","[M+H]+",13.846,776.55957,"PE P-18:0_22:6","EtherPE",40266
"Pos","[M+H]+",12.668,774.54352,"PE P-18:1_22:6","EtherPE",40073
"Pos","[M+H]+",15.426,806.60614,"PE P-18:0_24:5","EtherPE",43341
"Neg","[M-H]-",14.314,674.51263,"PE O-16:1_16:0","EtherPE",30847
"Neg","[M-H]-",13.099,672.49713,"PE O-16:1_16:1","EtherPE",30739
"Neg","[M-H]-",14.41,700.52838,"PE O-16:1_18:1","EtherPE",32471
"Neg","[M-H]-",13.175,698.51294,"PE O-18:2_16:1","EtherPE",32347
"Neg","[M-H]-",14.468,730.57379,"PE O-18:0_18:1","EtherPE",34337
"Neg","[M-H]-",15.82,728.55975,"PE O-18:1_18:1","EtherPE",34197
"Neg","[M-H]-",14.952,726.54321,"PE O-16:1_20:2","EtherPE",34082
"Neg","[M-H]-",14.478,726.54407,"PE O-18:2_18:1","EtherPE",34085
"Neg","[M-H]-",13.221,724.52911,"PE O-16:0_20:4","EtherPE",33961
"Neg","[M-H]-",13.603,724.52826,"PE O-16:1_20:3","EtherPE",33958
"Neg","[M-H]-",14.036,724.52838,"PE O-16:1_20:3","EtherPE",33959
"Neg","[M-H]-",13.772,724.52838,"PE O-16:1_20:3","EtherPE",33960
"Neg","[M-H]-",12.821,722.5127,"PE O-16:1_20:4","EtherPE",33828
"Neg","[M-H]-",13.022,722.51276,"PE O-16:1_20:4","EtherPE",33829
"Neg","[M-H]-",12.151,720.49701,"PE O-16:1_20:5","EtherPE",33703
"Neg","[M-H]-",13.657,736.52838,"PE O-17:1_20:4","EtherPE",34702
"Neg","[M-H]-",17.331,756.59125,"PE O-18:1_20:1","EtherPE",35911
"Neg","[M-H]-",14.571,756.58978,"PE O-20:1_18:1","EtherPE",35910
"Neg","[M-H]-",16.087,754.57513,"PE O-16:1_22:2","EtherPE",35792
"Neg","[M-H]-",15.851,754.5752,"PE O-18:2_20:1","EtherPE",35793
"Neg","[M-H]-",15.057,752.55939,"PE O-16:1_22:3","EtherPE",35695
"Neg","[M-H]-",13.955,750.54401,"PE O-16:1_22:4","EtherPE",35573
"Neg","[M-H]-",14.325,750.54419,"PE O-18:1_20:4","EtherPE",35574
"Neg","[M-H]-",13.015,748.52808,"PE O-16:1_22:5","EtherPE",35447
"Neg","[M-H]-",14.979,748.52838,"PE O-16:1_22:5","EtherPE",35448
"Neg","[M-H]-",13.359,748.5285,"PE O-18:1_20:5","EtherPE",35449
"Neg","[M-H]-",12.591,746.51263,"PE O-16:1_22:6","EtherPE",35305
"Neg","[M-H]-",14.507,746.51331,"PE O-16:1_22:6","EtherPE",35307
"Neg","[M-H]-",12.22,746.51312,"PE O-18:2_20:5","EtherPE",35306
"Neg","[M-H]-",13.196,760.52814,"PE O-17:1_22:6","EtherPE",36142
"Neg","[M-H]-",15.331,778.57605,"PE O-18:1_22:4","EtherPE",37319
"Neg","[M-H]-",15.776,778.57587,"PE O-20:1_20:4","EtherPE",37318
"Neg","[M-H]-",14.725,776.55927,"PE O-18:1_22:5","EtherPE",37181
"Neg","[M-H]-",14.292,776.55945,"PE O-18:1_22:5","EtherPE",37182
"Neg","[M-H]-",13.836,774.54401,"PE O-18:1_22:6","EtherPE",37015
"Neg","[M-H]-",13.075,774.54376,"PE O-18:2_22:5","EtherPE",37014
"Neg","[M-H]-",12.66,772.52802,"PE O-18:2_22:6","EtherPE",36907
"Neg","[M-H]-",15.224,802.57635,"PE O-20:1_22:6","EtherPE",38736
"Neg","[M-H]-",21.514,1343.90271,"CL 16:1_16:1_16:1_16:1","CL",61053
"Neg","[M-H]-",21.521,1419.9342,"CL 16:1_18:2_16:1_20:4","CL",62692
"Neg","[M-H]-",21.588,1369.91821,"CL 16:1_16:1_16:1_18:2","CL",61619
"Neg","[M-H]-",21.681,1395.93384,"CL 16:1_18:2_16:1_18:2","CL",62173
"Neg","[M-H]-",21.779,1421.94934,"CL 16:1_18:2_18:2_18:2","CL",62735
"Neg","[M-H]-",22.094,1421.95007,"CL 16:1_18:1_16:1_20:4","CL",62736
"Neg","[M-H]-",22.141,1447.96533,"CL 16:1_18:1_18:2_20:4","CL",63372
"Neg","[M-H]-",22.147,1345.91846,"CL 14:0_16:1_16:1_18:1","CL",61102
"Neg","[M-H]-",22.166,1371.93384,"CL 16:1_16:1_16:1_18:1","CL",61655
"Neg","[M-H]-",22.214,1473.9812,"CL 18:1_18:2_18:2_20:4","CL",64047
"Neg","[M-H]-",22.226,1397.94897,"CL 16:1_18:1_16:1_18:2","CL",62207
"Neg","[M-H]-",22.304,1423.96545,"CL 16:1_18:2_18:1_18:2","CL",62797
"Neg","[M-H]-",22.387,1449.98157,"CL 18:1_18:2_18:2_18:2","CL",63418
"Neg","[M-H]-",22.471,1385.94946,"CL 16:1_17:1_17:1_17:1","CL",61957
"Neg","[M-H]-",22.512,1449.98218,"CL 18:1_18:2_18:2_18:2","CL",63419
"Neg","[M-H]-",22.522,1411.96582,"CL 16:1_18:1_17:1_18:2","CL",62509
"Neg","[M-H]-",22.595,1437.98059,"CL 17:1_18:2_18:1_18:2","CL",63115
"Neg","[M-H]-",22.692,1449.979,"CL 18:1_18:2_18:2_18:2","CL",63417
"Neg","[M-H]-",22.701,1423.95972,"CL 16:1_18:1_18:2_18:2","CL",62795
"Neg","[M-H]-",22.72,1475.99646,"CL 18:1_18:1_18:2_20:4","CL",64097
"Neg","[M-H]-",22.722,1347.93396,"CL 14:0_18:1_16:0_16:1","CL",61146
"Neg","[M-H]-",22.726,1395.93188,"CL 16:1_18:2_16:1_18:2","CL",62172
"Neg","[M-H]-",22.73,1373.94946,"CL 16:0_16:1_16:1_18:1","CL",61702
"Neg","[M-H]-",22.737,1399.96484,"CL 16:1_18:1_16:1_18:1","CL",62244
"Neg","[M-H]-",22.784,1447.96289,"CL 16:1_20:4_18:1_18:2","CL",63371
"Neg","[M-H]-",22.785,1425.98071,"CL 16:1_18:1_18:1_18:2","CL",62845
"Neg","[M-H]-",22.849,1451.99695,"CL 18:1_18:2_18:1_18:2","CL",63478
"Neg","[M-H]-",22.85,1473.97791,"CL 18:1_18:2_18:2_20:4","CL",64045
"Neg","[M-H]-",22.968,1478.01086,"CL 18:1_18:2_18:1_20:3","CL",64153
"Neg","[M-H]-",22.986,1399.96497,"CL 16:1_18:1_16:1_18:1","CL",62245
"Neg","[M-H]-",22.989,1373.94922,"CL 16:0_16:1_16:1_18:1","CL",61701
"Neg","[M-H]-",23.002,1387.96533,"CL 16:0_17:1_16:1_18:1","CL",62002
"Neg","[M-H]-",23.009,1451.99695,"CL 18:1_18:2_18:1_18:2","CL",63477
"Neg","[M-H]-",23.01,1413.98145,"CL 16:1_18:1_17:1_18:1","CL",62561
"Neg","[M-H]-",23.046,1439.99683,"CL 17:1_18:1_18:1_18:2","CL",63175
"Neg","[M-H]-",23.159,1425.97986,"CL 16:1_18:1_18:1_18:2","CL",62844
"Neg","[M-H]-",23.221,1451.98877,"CL 18:1_18:2_18:1_18:2","CL",63474
"Neg","[M-H]-",23.24,1423.96326,"CL 16:1_18:1_18:2_18:2","CL",62796
"Neg","[M-H]-",23.243,1401.98035,"CL 16:0_18:1_16:1_18:1","CL",62296
"Neg","[M-H]-",23.246,1375.96509,"CL 16:0_16:1_16:0_18:1","CL",61750
"Neg","[M-H]-",23.248,1397.94653,"CL 16:1_18:1_16:1_18:2","CL",62206
"Neg","[M-H]-",23.249,1349.94971,"CL 14:0_16:0_16:0_18:1","CL",61180
"Neg","[M-H]-",23.257,1449.97864,"CL 18:1_18:2_18:2_18:2","CL",63416
"Neg","[M-H]-",23.261,1427.9967,"CL 16:1_18:1_18:1_18:1","CL",62890
"Neg","[M-H]-",23.292,1475.99402,"CL 18:1_18:2_18:1_20:4","CL",64095
"Neg","[M-H]-",23.296,1454.01233,"CL 18:1_18:1_18:1_18:2","CL",63532
"Neg","[M-H]-",23.378,1480.02856,"CL 18:1_18:1_18:1_20:3","CL",64204
"Neg","[M-H]-",23.476,1415.99731,"CL 16:0_18:1_17:1_18:1","CL",62606
"Neg","[M-H]-",23.48,1389.9812,"CL 15:0_18:1_16:0_18:1","CL",62045
"Neg","[M-H]-",23.49,1442.01294,"CL 17:1_18:1_18:1_18:1","CL",63228
"Neg","[M-H]-",23.649,1449.98267,"CL 16:1_20:4_18:1_18:1","CL",63420
"Neg","[M-H]-",23.67,1427.99878,"CL 16:0_18:2_18:1_18:1","CL",62893
"Neg","[M-H]-",23.709,1425.98462,"CL 16:1_18:1_18:1_18:2","CL",62846
"Neg","[M-H]-",23.711,1451.99927,"CL 18:1_18:2_18:1_18:2","CL",63479
"Neg","[M-H]-",23.712,1403.99646,"CL 16:0_18:1_16:0_18:1","CL",62336
"Neg","[M-H]-",23.716,1430.01257,"CL 16:0_18:1_18:1_18:1","CL",62943
"Neg","[M-H]-",23.72,1478.01062,"CL 18:1_18:2_18:1_20:3","CL",64152
"Neg","[M-H]-",23.724,1399.96387,"CL 16:1_18:1_16:1_18:1","CL",62243
"Neg","[M-H]-",23.727,1456.02808,"CL 18:1_18:1_18:1_18:1","CL",63586
"Neg","[M-H]-",23.729,1377.98083,"CL 16:0_16:0_16:0_18:1","CL",61787
"Neg","[M-H]-",23.924,1418.01257,"CL 16:0_18:1_17:0_18:1","CL",62654
"Neg","[M-H]-",23.989,1430.01196,"CL 16:0_18:1_18:1_18:1","CL",62941
"Neg","[M-H]-",24.145,1458.04358,"CL 18:0_18:1_18:1_18:1","CL",63641
"Neg","[M-H]-",24.146,1432.02795,"CL 16:0_18:1_18:0_18:1","CL",62989
"Neg","[M-H]-",24.508,1403.99988,"CL 16:0_18:1_16:0_18:1","CL",62339
"Neg","[M-H]-",24.871,1403.99731,"CL 16:0_18:1_16:0_18:1","CL",62338
"Neg","[M-H]-",24.871,1430.01257,"CL 16:0_18:1_18:1_18:1","CL",62942
"Neg","[M-H]-",24.871,1456.02734,"CL 18:1_18:1_18:1_18:1","CL",63585
"Pos","[M+H]+",10.281,676.49133,"PC 12:0_16:1","PC",31006
"Pos","[M+H]+",11.163,678.50684,"PC 14:0_14:0","PC",31191
"Pos","[M+H]+",11.287,704.52246,"PC 14:0_16:1","PC",33553
"Pos","[M+H]+",12.288,706.53815,"PC 14:0_16:0","PC",33724
"Pos","[M+H]+",11.838,718.53839,"PC 15:0_16:1","PC",34790
"Pos","[M+H]+",12.683,720.55389,"PC 15:0_16:0","PC",34980
"Pos","[M+H]+",12.894,720.55383,"PC 15:0_16:0","PC",34979
"Pos","[M+H]+",10.729,728.52264,"PC 14:0_18:3","PC",35704
"Pos","[M+H]+",11.392,730.53821,"PC 16:1_16:1","PC",35869
"Pos","[M+H]+",12.002,730.53833,"PC 16:1_16:1","PC",35871
"Pos","[M+H]+",12.382,732.55383,"PC 16:0_16:1","PC",36063
"Pos","[M+H]+",13.648,732.55463,"PC 16:0_16:1","PC",36073
"Pos","[M+H]+",13.501,734.5697,"PC 16:0_16:0","PC",36259
"Pos","[M+H]+",14.453,734.57111,"PC 16:0_16:0","PC",36269
"Pos","[M+H]+",11.948,744.55389,"PC 16:1_17:1","PC",37228
"Pos","[M+H]+",12.998,746.56976,"PC 16:0_17:1","PC",37430
"Pos","[M+H]+",14.192,748.58527,"PC 16:0_17:0","PC",37643
"Pos","[M+H]+",13.94,748.58545,"PC 16:0_17:0","PC",37645
"Pos","[M+H]+",10.551,752.52277,"PC 14:0_20:5","PC",37948
"Pos","[M+H]+",11.249,754.53839,"PC 14:0_20:4","PC",38158
"Pos","[M+H]+",10.821,754.53845,"PC 16:1_18:3","PC",38159
"Pos","[M+H]+",13.457,756.5517,"PC 16:1_18:2","PC",38334
"Pos","[M+H]+",12.07,756.55408,"PC 16:0_18:3","PC",38338
"Pos","[M+H]+",11.733,756.55414,"PC 16:1_18:2","PC",38339
"Pos","[M+H]+",11.606,756.55402,"PC 16:1_18:2","PC",38337
"Pos","[M+H]+",12.485,758.56934,"PC 16:1_18:1","PC",38535
"Pos","[M+H]+",13.486,758.57129,"PC 16:1_18:1","PC",38544
"Pos","[M+H]+",13.586,760.58533,"PC 16:0_18:1","PC",38747
"Pos","[M+H]+",14.988,760.58649,"PC 16:0_18:1","PC",38762
"Pos","[M+H]+",19.932,760.58533,"PC 16:0_18:1","PC",38746
"Pos","[M+H]+",16.525,760.58582,"PC 16:0_18:1","PC",38759
"Pos","[M+H]+",14.895,762.60095,"PC 16:0_18:0","PC",38958
"Pos","[M+H]+",12.176,770.56952,"PC 17:1_18:2","PC",39684
"Pos","[M+H]+",13.079,772.58508,"PC 17:1_18:1","PC",39888
"Pos","[M+H]+",14.278,774.60095,"PC 16:0_19:1","PC",40098
"Pos","[M+H]+",14.068,774.60114,"PC 17:0_18:1","PC",40099
"Pos","[M+H]+",10.964,778.53851,"PC 14:0_22:6","PC",40471
"Pos","[M+H]+",10.653,778.53845,"PC 16:1_20:5","PC",40470
"Pos","[M+H]+",11.336,780.55396,"PC 16:1_20:4","PC",40653
"Pos","[M+H]+",11.55,780.55396,"PC 16:0_20:5","PC",40654
"Pos","[M+H]+",12.502,780.55115,"PC 16:0_20:5","PC",40648
"Pos","[M+H]+",12.333,782.56958,"PC 16:0_20:4","PC",40860
"Pos","[M+H]+",12.148,782.5697,"PC 16:0_20:4","PC",40862
"Pos","[M+H]+",11.841,782.5697,"PC 18:1_18:3","PC",40861
"Pos","[M+H]+",12.692,784.58521,"PC 18:1_18:2","PC",41066
"Pos","[M+H]+",13.268,784.58551,"PC 18:1_18:2","PC",41068
"Pos","[M+H]+",12.867,784.58533,"PC 18:1_18:2","PC",41067
"Pos","[M+H]+",13.687,786.60065,"PC 18:1_18:1","PC",41251
"Pos","[M+H]+",14.991,786.60193,"PC 18:1_18:1","PC",41265
"Pos","[M+H]+",14.982,788.61646,"PC 18:0_18:1","PC",41485
"Pos","[M+H]+",15.894,788.61707,"PC 18:0_18:1","PC",41491
"Pos","[M+H]+",16.427,790.63257,"PC 16:0_20:0","PC",41726
"Pos","[M+H]+",11.886,794.56976,"PC 17:1_20:4","PC",42109
"Pos","[M+H]+",13.273,798.60071,"PC 18:1_19:2","PC",42522
"Pos","[M+H]+",13.478,798.60022,"PC 18:1_19:2","PC",42521
"Pos","[M+H]+",14.346,800.61646,"PC 18:1_19:1","PC",42725
"Pos","[M+H]+",15.722,802.63226,"PC 19:0_18:1","PC",42920
"Pos","[M+H]+",15.472,802.63232,"PC 19:0_18:1","PC",42921
"Pos","[M+H]+",11.034,804.55408,"PC 16:1_22:6","PC",43123
"Pos","[M+H]+",11.367,806.56976,"PC 16:1_22:5","PC",43330
"Pos","[M+H]+",11.63,806.56958,"PC 18:1_20:5","PC",43328
"Pos","[M+H]+",11.967,806.5697,"PC 16:0_22:6","PC",43329
"Pos","[M+H]+",12.717,806.56714,"PC 16:0_22:6","PC",43325
"Pos","[M+H]+",12.644,808.58521,"PC 18:0_20:5","PC",43520
"Pos","[M+H]+",12.368,808.58508,"PC 16:0_22:5","PC",43519
"Pos","[M+H]+",13.534,810.60083,"PC 18:0_20:4","PC",43702
"Pos","[M+H]+",13.184,810.60095,"PC 16:0_22:4","PC",43703
"Pos","[M+H]+",12.979,810.60101,"PC 18:1_20:3","PC",43704
"Pos","[M+H]+",14.167,812.61658,"PC 18:0_20:3","PC",43877
"Pos","[M+H]+",13.889,812.61633,"PC 18:1_20:2","PC",43876
"Pos","[M+H]+",14.594,812.61688,"PC 18:0_20:3","PC",43878
"Pos","[M+H]+",15.042,814.63177,"PC 18:1_20:1","PC",44066
"Pos","[M+H]+",15.89,814.63226,"PC 18:1_20:1","PC",44067
"Pos","[M+H]+",16.492,816.64801,"PC 18:0_20:1","PC",44232
"Pos","[M+H]+",10.575,828.55408,"PC 20:4_20:5","PC",45407
"Pos","[M+H]+",15.775,828.64789,"PC 18:1_21:1","PC",45430
"Pos","[M+H]+",11.184,830.56964,"PC 18:2_22:6","PC",45629
"Pos","[M+H]+",12.034,832.58514,"PC 18:1_22:6","PC",45831
"Pos","[M+H]+",12.416,834.60083,"PC 18:1_22:5","PC",46038
"Pos","[M+H]+",13.123,834.60089,"PC 18:0_22:6","PC",46039
"Pos","[M+H]+",12.682,834.60046,"PC 18:1_22:5","PC",46037
"Pos","[M+H]+",13.531,836.61646,"PC 18:0_22:5","PC",46234
"Pos","[M+H]+",13.307,836.61658,"PC 18:1_22:4","PC",46235
"Pos","[M+H]+",14.285,838.63208,"PC 20:1_20:3","PC",46414
"Pos","[M+H]+",15.333,840.64777,"PC 18:1_22:2","PC",46601
"Pos","[M+H]+",16.577,842.66321,"PC 18:1_22:1","PC",46770
"Pos","[M+H]+",18.147,844.67926,"PC 16:0_24:1","PC",46953
"Pos","[M+H]+",18.074,844.67896,"PC 16:0_24:1","PC",46951
"Pos","[M+H]+",10.309,852.55402,"PC 20:5_22:6","PC",47712
"Pos","[M+H]+",10.998,854.56964,"PC 20:4_22:6","PC",47904
"Pos","[M+H]+",11.325,856.58533,"PC 20:4_22:5","PC",48103
"Pos","[M+H]+",13.173,860.61658,"PC 20:1_22:6","PC",48487
"Pos","[M+H]+",13.424,862.63232,"PC 18:1_24:5","PC",48691
"Pos","[M+H]+",13.551,862.63214,"PC 20:1_22:5","PC",48690
"Pos","[M+H]+",18.212,870.69489,"PC 18:1_24:1","PC",49494
"Pos","[M+H]+",19.787,872.71051,"PC 24:0_18:1","PC",49670
"Pos","[M+H]+",10.661,878.56958,"PC 22:6_22:6","PC",50178
"Pos","[M+H]+",11.013,880.5849,"PC 22:5_22:6","PC",50356
"Pos","[M+H]+",19.742,898.72614,"PC 18:1_26:1","PC",51971
"Pos","[M+H]+",1.501,468.30838,"LPC 14:0","LPC",15345
"Pos","[M+H]+",1.128,468.30832,"LPC 14:0","LPC",15343
"Pos","[M+H]+",1.648,468.30835,"LPC 14:0","LPC",15344
"Pos","[M+H]+",2.806,496.3396,"LPC 16:0","LPC",17395
"Pos","[M+H]+",2.505,496.33966,"LPC 16:0","LPC",17396
"Pos","[M+H]+",1.858,494.32404,"LPC 16:1","LPC",17241
"Pos","[M+H]+",1.691,494.32404,"LPC 16:1","LPC",17242
"Pos","[M+H]+",3.437,510.35535,"LPC 17:0","LPC",18390
"Pos","[M+H]+",3.778,510.35532,"LPC 17:0","LPC",18389
"Pos","[M+H]+",2.417,508.33969,"LPC 17:1","LPC",18232
"Pos","[M+H]+",4.552,524.37103,"LPC 18:0","LPC",19395
"Pos","[M+H]+",2.853,522.35529,"LPC 18:1","LPC",19245
"Pos","[M+H]+",3.179,522.35516,"LPC 18:1","LPC",19242
"Pos","[M+H]+",2.169,520.33978,"LPC 18:2","LPC",19056
"Pos","[M+H]+",4.26,536.37109,"LPC 19:1","LPC",20231
"Pos","[M+H]+",2.615,546.35541,"LPC 20:3","LPC",20931
"Pos","[M+H]+",1.923,544.33978,"LPC 20:4","LPC",20814
"Pos","[M+H]+",2.09,544.33978,"LPC 20:4","LPC",20813
"Pos","[M+H]+",1.557,542.32416,"LPC 20:5","LPC",20691
"Pos","[M+H]+",3.23,572.37115,"LPC 22:4","LPC",22815
"Pos","[M+H]+",2.311,570.35541,"LPC 22:5","LPC",22692
"Pos","[M+H]+",1.962,568.33978,"LPC 22:6","LPC",22557
"Pos","[M+H]+",11.88,664.52777,"PC O-12:0_16:0","EtherPC",29994
"Pos","[M+H]+",12.447,678.54266,"PC O-15:0_14:0","EtherPC",31195
"Pos","[M+H]+",11.873,688.5282,"PC O-14:1_16:1","EtherPC",32110
"Pos","[M+H]+",11.816,688.5282,"PC O-14:1_16:1","EtherPC",32111
"Pos","[M+H]+",11.997,690.54352,"PC O-16:0_14:1","EtherPC",32298
"Pos","[M+H]+",12.889,690.54333,"PC O-16:1_14:0","EtherPC",32296
"Pos","[M+H]+",13.078,692.55896,"PC O-16:0_14:0","EtherPC",32475
