"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","ML210_0min_1","ML210_0min_2","ML210_0min_3","ML210_20min_1","ML210_20min_2","ML210_20min_3","ML210_45min_1","ML210_45min_2","ML210_45min_3","ML210_80min_1","ML210_80min_2","ML210_80min_3","ML210_120min_1","ML210_120min_2","ML210_120min_3","ML210_270min_1","ML210_270min_2","ML210_270min_3"
"Neg",36978,"[M-H]-",12.067,"PG 18:1_18:1 (a)","PG",9006138,10348093,9037778,10545976,9522245,11009623,9295228,10055976,10249506,9415687,11238942,10009778,8376392,8788073,8369520,5520632,6698068,6765554
"Neg",36979,"[M-H]-",12.217,"PG 18:1_18:1 (b)","PG",660303,813078,660143,894549,802512,757119,737246,702064,740987,744232,859026,749899,760251,921847,634267,569973,655605,565930
"Neg",36980,"[M-H]-",12.802,"PG 18:1_18:1 (c)","PG",486142,574307,474174,549942,485923,536519,621735,582029,595307,551530,614625,575345,475218,465558,511362,397494,496497,501807
"Neg",36869,"[M-H]-",11.352,"PG 18:1_18:2 (a)","PG",1138651,852230,637893,1304486,669361,926217,1257090,1342808,807589,806163,1255406,1343935,607884,1164901,673066,541620,613310,1076110
"Neg",36868,"[M-H]-",11.46,"PG 18:1_18:2 (b)","PG",124769,129533,212949,146570,143064,488814,132723,126869,612374,450181,224442,129709,607884,145325,673066,541620,613310,103346
"Neg",38671,"[M-H]-",13.11,"PG 18:1_20:1 (a)","PG",344966,430003,467683,314669,189174,557833,172167,452175,569478,236547,620772,189433,143877,115869,175777,72966,172189,92922
"Neg",38672,"[M-H]-",13.287,"PG 18:1_20:1 (b)","PG",49884,25647,33897,66663,31764,47565,123671,63651,43657,43694,38655,70988,135325,165471,187311,81969,68957,46548
"Neg",38674,"[M-H]-",13.358,"PG 18:1_20:1 (c)","PG",49884,29621,6609,21968,31764,11391,1198,36569,13805,16716,10911,25458,31154,27471,14878,22814,6407,6429
"Neg",38305,"[M-H]-",11.055,"PG 18:1_20:4 (a)","PG",320923,595534,503214,563896,506173,557311,621207,615748,576176,465500,681162,401826,630173,638129,658652,266745,650518,400291
"Neg",38306,"[M-H]-",11.194,"PG 18:1_20:4 (b)","PG",39592,15610,40075,57371,13844,39231,34797,58847,16555,54539,10904,52245,52420,59488,41228,92949,67826,45471
"Neg",40019,"[M-H]-",11.973,"PG 18:1_22:4","PG",16298,37475,18638,35454,43771,11474,25164,72380,27061,58976,2962,13114,15575,41795,29820,23594,6048,34813
"Neg",39894,"[M-H]-",11.096,"PG 18:1_22:5 (a)","PG",931970,1056904,896006,1091144,961449,1072130,1099069,1177199,1117025,1264946,1458376,1200149,1130740,1129495,1174924,938198,1116264,1165557
"Neg",39896,"[M-H]-",11.237,"PG 18:1_22:5 (b)","PG",80499,81002,76769,92881,75579,79692,73660,78515,88495,100853,95628,97376,115428,127138,92921,104943,99827,95707
"Neg",39774,"[M-H]-",10.825,"PG 18:1_22:6 (a)","PG",4901929,5390993,4682026,5457960,5067059,5338279,5694898,5820521,5813624,5545455,6658704,5835969,5251244,5404960,5533877,3818050,4857807,4893607
"Neg",39775,"[M-H]-",10.98,"PG 18:1_22:6 (b)","PG",189347,193450,194733,201985,184067,173380,180788,176497,183300,202365,177024,221817,213441,289005,237565,208797,243314,165613
"Neg",42534,"[M-H]-",10.066,"PG 22:5_22:6 (a)","PG",343126,383717,293917,362156,334330,349626,426253,416577,455092,490315,574006,526266,557009,517526,543880,477059,571435,565748
"Neg",42533,"[M-H]-",10.152,"PG 22:5_22:6 (b)","PG",343126,383717,293917,45251,334330,349626,43286,37215,455758,489579,48444,526266,557250,517526,63871,477059,63933,56929
"Neg",42428,"[M-H]-",9.839,"PG 22:6_22:6","PG",914100,1025109,890882,1073703,910678,974284,1150044,1237091,1223076,1228502,1491343,1326115,1273198,1309884,1337963,1006700,1347419,1308122
"Neg",40283,"[M-H]-",12.083,"PG 38:1<OOH> (a)","OxPG",588930,682068,531199,586174,576120,496106,698510,684100,695681,671011,873567,663466,613030,688335,676261,412931,518161,574125
"Neg",40284,"[M-H]-",12.426,"PG 38:1<OOH> (b)","OxPG",2208429,2565165,1959949,2408947,2363069,2139005,2486176,2594346,2590950,2497173,2937062,2409196,2366409,2311945,2555400,1770719,2273626,2549996
"Neg",39363,"[M-H]-",13.306,"PG 38:1<oxo>","OxPG",430980,490083,458073,487261,485158,425598,465405,495884,490121,470052,603683,500009,449745,468084,459567,334133,376886,453589
"Neg",39219,"[M-H]-",12.386,"PI 16:0_16:0","PI",352467,747976,728478,579920,319616,1248763,636254,298239,257037,449379,494500,842423,534656,424496,234155,117309,62885,138244
"Neg",39084,"[M-H]-",11.408,"PI 16:0_16:1","PI",723178,1190467,1141482,954728,596976,1919525,1095788,860710,915266,821126,1066049,1455832,947781,727186,672271,444138,465705,424479
"Neg",39892,"[M-H]-",11.947,"PI 16:0_17:1","PI",132424,281092,216557,191859,86714,363101,207260,137411,175787,123882,253838,341992,206706,78913,107722,57610,66185,73289
"Neg",40847,"[M-H]-",13.565,"PI 16:0_18:0","PI",226493,840819,733659,690194,154652,1321328,730253,453123,498636,432393,652159,732094,475571,244745,204786,76614,101385,240038
"Neg",40710,"[M-H]-",11.635,"PI 16:0_18:1 (a)","PI",1380736,1884635,1244652,1579645,1007771,1608938,1454548,1446590,1142827,963800,1288787,1439574,1036522,793531,679842,441054,446689,387717
"Neg",40711,"[M-H]-",12.487,"PI 16:0_18:1 (b)","PI",11310845,17443895,17988044,14462732,8916742,26383437,15941148,12157082,12765108,11253130,14811703,19678117,13068308,10993706,10047725,6416385,6436923,6804086
"Neg",41988,"[M-H]-",11.429,"PI 16:0_20:4 (a)","PI",2139191,3366876,3241402,2693163,1753883,4522394,3302054,2728587,2539161,2568646,3596507,4647833,3348107,2923278,2474779,2143309,2172717,2213366
"Neg",41986,"[M-H]-",12.162,"PI 16:0_20:4 (b)","PI",448714,376750,674521,569976,404969,760040,818142,712565,776436,634545,408120,769846,496807,543685,607564,396435,516979,499047
"Neg",41877,"[M-H]-",10.728,"PI 16:0_20:5","PI",60039,116339,134476,66421,38415,163383,145000,111253,102329,121783,185263,243846,167584,145436,100573,84864,48529,84491
"Neg",43396,"[M-H]-",12.229,"PI 16:0_22:5","PI",1780949,1863604,1842936,2013173,2032114,1655109,1730045,1587286,1862018,1701643,2008129,1692983,1755445,1566965,1655056,1383323,1820374,1846290
"Neg",40584,"[M-H]-",11.505,"PI 16:1_18:1","PI",3190021,5042727,4929936,4000216,2529051,7294132,4786414,3882757,3514139,3398213,4384888,6288846,3954601,3496923,3062501,1942231,2054465,2014399
"Neg",41566,"[M-H]-",13.076,"PI 17:0_18:1","PI",719049,1112222,1154041,910000,558265,1637902,963462,835349,788382,733268,1070816,1474680,870916,461360,591230,433495,502490,271350
"Neg",42771,"[M-H]-",11.953,"PI 17:0_20:4","PI",317261,490834,448908,400847,230027,642370,503385,356017,369377,363825,534556,791128,482260,472701,395928,327760,340405,402721
"Neg",41436,"[M-H]-",12.04,"PI 17:1_18:1","PI",532456,856462,863575,618362,413188,1248381,782706,604716,687294,562023,746088,1106230,729027,519094,513759,352440,396941,361458
"Neg",42440,"[M-H]-",14.835,"PI 18:0_18:0","PI",11738,17131,28603,27026,9506,55840,14813,7746,3800,13127,14300,27853,11016,0,3934,0,0,0
"Neg",42327,"[M-H]-",13.701,"PI 18:0_18:1 (a)","PI",12216081,17779651,20058604,15549109,9745400,26777559,16534023,13075621,13355493,11648900,15698356,21071925,14842068,11686675,9830146,8225686,8188815,8375249
"Neg",42328,"[M-H]-",14.03,"PI 18:0_18:1 (b)","PI",314399,475465,466155,342673,110847,732750,387666,312301,395899,290502,346619,519095,307994,327940,179285,129702,154679,134969
"Neg",43844,"[M-H]-",14.904,"PI 18:0_20:1","PI",1075481,1629954,1601885,1318164,811685,2432913,807998,929709,1117146,792322,1293450,1535196,436338,684547,611640,328001,117188,336666
"Neg",43738,"[M-H]-",14.18,"PI 18:0_20:2","PI",1892100,2889569,2788563,2494724,1518320,3971452,2409540,2130223,1979144,1771132,2408531,3206323,2076549,1732562,1564576,989134,1117379,1119728
"Neg",43610,"[M-H]-",13.019,"PI 18:0_20:3 (a)","PI",5139172,7928525,7411670,6201228,4011082,10301174,6764371,5580794,5464795,4856627,6754452,8745910,6107283,5242771,4454039,3496405,3780166,3677190
"Neg",43612,"[M-H]-",13.42,"PI 18:0_20:3 (b)","PI",2538406,3670619,3690993,3181287,1847207,5007114,3461582,2888248,2880479,2463034,3625822,4728191,3294676,2874798,2342862,1791115,1899717,1918571
"Neg",43505,"[M-H]-",12.511,"PI 18:0_20:4","PI",25684906,41556799,40669811,33305181,20860491,53197778,38273781,29751182,31232075,27062273,39791602,53369419,39179065,32219639,29562554,25693270,27299914,25826269
"Neg",45117,"[M-H]-",15.229,"PI 18:0_22:2","PI",462072,716057,620739,553188,380250,811342,599400,468017,483548,329563,624513,697378,413631,389496,384120,207866,265800,231212
"Neg",44923,"[M-H]-",13.344,"PI 18:0_22:4","PI",1525854,2629492,2452070,2051668,1199643,3216019,2232308,1621075,1881804,1452092,2127259,3125665,1950163,1896111,1523094,1303002,1393439,1365349
"Neg",44819,"[M-H]-",12.496,"PI 18:0_22:5","PI",3433239,5077630,5073039,4118175,2765949,6874088,4842793,3695205,3724050,3433028,4936106,6514350,4498584,3777277,3631802,2803547,2939041,3093114
"Neg",44719,"[M-H]-",12.145,"PI 18:0_22:6","PI",1388754,2009661,1954638,1686158,1116491,2651191,1764324,1535983,1518084,1201486,1935215,2406448,1606707,1342149,1146380,896173,905465,854001
"Neg",42202,"[M-H]-",12.591,"PI 18:1_18:1 (a)","PI",19670274,29352170,30113513,24322376,15654342,41889246,25806811,20882506,21198518,18225923,24858884,33822801,22449816,19965105,16779055,12498117,12794844,12731764
"Neg",42201,"[M-H]-",12.942,"PI 18:1_18:1 (b)","PI",1361642,2147519,1922689,994672,1223167,2647886,1860307,1617679,1604351,1323365,1944921,2076747,1631806,1369820,1179492,978123,1486770,1411138
"Neg",42086,"[M-H]-",11.719,"PI 18:1_18:2 (a)","PI",1015058,1372502,1394887,1216274,735126,2214675,1346579,1116745,1139017,978226,1386658,1931931,1157182,1130346,977793,786594,865082,804392
"Neg",42085,"[M-H]-",11.895,"PI 18:1_18:2 (b)","PI",726962,1307352,1278777,990404,533938,1494443,1163846,706697,776181,805670,1036560,1269865,1183706,818481,495016,489690,359162,520473
"Neg",42996,"[M-H]-",13.158,"PI 18:1_19:1 (a)","PI",765878,1184835,1262309,562949,417975,1644763,663685,783046,843700,624126,924695,1264434,849662,772313,687495,425452,431444,187879
"Neg",42995,"[M-H]-",13.548,"PI 18:1_19:1 (b)","PI",879922,1037122,968095,495996,460065,651379,860191,812506,733989,803598,367585,1057337,1047139,917422,643139,464562,564445,781396
"Neg",43736,"[M-H]-",13.781,"PI 18:1_20:1 (a)","PI",4320574,6541458,6591655,2795696,3591765,5657755,3007667,2546081,4585100,2014307,2881448,4833327,2483765,2344819,2163573,1142321,1042434,1232184
"Neg",43737,"[M-H]-",13.851,"PI 18:1_20:1 (b)","PI",2769989,6541458,6591655,2637543,3471099,3528891,2484285,1824620,1664805,1825952,2753193,2348720,1861613,1559571,1132251,1236948,1269938,1211400
"Neg",43611,"[M-H]-",12.774,"PI 18:1_20:2","PI",1437428,1199999,2103514,1754496,1113128,2716661,1728067,1515913,1442791,611762,1817957,2274833,668327,1256612,1224170,424674,588174,812919
"Neg",43506,"[M-H]-",11.981,"PI 18:1_20:3","PI",1309926,1941343,2063636,1533882,963525,2447701,1816910,1297889,1411819,1262165,1703641,2454565,1794550,1663131,1333847,1025086,1170487,1153485
"Neg",43395,"[M-H]-",11.518,"PI 18:1_20:4","PI",9286368,14426605,13749366,11294113,7414898,18515383,14001748,11998143,10849333,10708918,15339611,20069949,14983896,12958122,10602910,9119274,10258131,9801764
"Neg",43303,"[M-H]-",10.822,"PI 18:1_20:5 (a)","PI",288393,406420,416125,383371,211625,593070,477163,375009,410861,367288,605488,730690,578280,489148,408289,345074,335446,319134
"Neg",43304,"[M-H]-",11.127,"PI 18:1_20:5 (b)","PI",354574,488812,398446,231467,199535,558867,433614,426598,125984,224412,528016,571069,409127,403041,342932,233184,328150,278605
"Neg",45016,"[M-H]-",14.037,"PI 18:1_22:2 (a)","PI",539926,852230,856029,702282,444948,1175622,416717,374745,608148,556522,747574,870912,549724,542580,478409,271084,206975,314022
"Neg",45015,"[M-H]-",14.329,"PI 18:1_22:2 (b)","PI",361002,553857,574670,461135,291231,790789,515314,440626,379622,355068,541412,763654,272668,377532,370042,239602,252194,304505
"Neg",44820,"[M-H]-",12.284,"PI 18:1_22:4","PI",666843,1078504,771856,871177,224443,1214501,382982,869189,765613,626648,911242,1389236,936613,711653,501516,571888,657502,493473
"Neg",44720,"[M-H]-",11.518,"PI 18:1_22:5","PI",1081776,1646623,1450974,1304043,803385,2010210,1495821,1194787,1132043,1128163,1617970,2072749,1473277,1279707,1118252,795147,889488,851715
"Neg",44619,"[M-H]-",11.205,"PI 18:1_22:6","PI",464121,678221,665978,594070,347530,896177,686540,569430,564580,464259,733398,886043,607094,547595,454470,288853,326619,274026
"Neg",44101,"[M-H]-",12.013,"PI 19:1_20:4","PI",412375,595419,311476,486474,244984,587910,557042,186870,461888,377937,586332,728268,540546,522881,399211,331661,429591,303240
"Neg",34454,"[M-H]-",11.546,"PS 16:0_16:1","PS",2181845,3073276,2867527,2805002,1756593,4442279,2972547,2464994,2560099,2095838,2683942,3362395,2180061,1905030,1606847,1085572,1291523,1231774
"Neg",36139,"[M-H]-",12.657,"PS 16:0_18:1 (a)","PS",21601446,30406138,27383857,26038265,17080520,38485987,27633819,22662248,23743567,20615891,25768393,31328977,23015799,20026423,17020545,12267576,13408141,13446039
"Neg",36137,"[M-H]-",13.409,"PS 16:0_18:1 (b)","PS",105853,121565,135705,37372,23662,59233,58988,90276,39398,37877,80930,203421,48930,51963,70752,16310,30272,42733
"Neg",37533,"[M-H]-",11.546,"PS 16:0_20:4 (a)","PS",436326,612692,558083,591037,384760,874169,753385,584208,595235,526374,732103,862571,493205,410279,329743,205747,248563,236296
"Neg",37532,"[M-H]-",12.641,"PS 16:0_20:4 (b)","PS",2387496,2880711,2681128,2748504,2331361,3311567,2526722,1147217,2573124,2416398,2895303,2803677,2361958,2339440,2317102,1616258,954777,2096299
"Neg",39131,"[M-H]-",11.605,"PS 16:0_22:5 (a)","PS",808839,1119647,1051969,1776292,1330896,2521276,1197540,1031363,1822379,1562560,1942996,2290899,1394397,838049,1117004,789619,845225,922406
"Neg",39133,"[M-H]-",12.6,"PS 16:0_22:5 (b)","PS",562,4291,44410,0,2425,45113,0,0,44546,1512,0,0,0,0,0,0,0,46457
"Neg",39000,"[M-H]-",11.223,"PS 16:0_22:6","PS",405134,610798,547492,615471,378639,796899,633394,578695,541677,393471,585298,688729,314827,288582,229691,174896,196269,200802
"Neg",36015,"[M-H]-",11.662,"PS 16:1_18:1","PS",2257571,3267275,2903370,2750865,1772435,3983610,1620015,2463684,2521883,2228573,1382407,3520771,2238221,2124250,1736603,1150350,772393,1238299
"Neg",37007,"[M-H]-",13.259,"PS 17:0_18:1","PS",1640589,2441762,2306518,2139030,1248375,3291365,2319195,1755553,2003705,1709702,2191307,2692049,1920461,1649389,1111510,1114801,1152688,810272
"Neg",37875,"[M-H]-",13.878,"PS 18:0_18:1 (a)","PS",42116191,59751844,52781320,48004251,33232943,67294527,51157935,44998527,45646168,41064548,51047728,61304279,46691916,40326270,35073376,26573362,28659075,29809530
"Neg",37879,"[M-H]-",14.46,"PS 18:0_18:1 (b)","PS",557490,139849,202213,394859,150006,567134,205700,348755,84306,791332,508116,694062,249302,233998,335763,282969,139223,225318
"Neg",37877,"[M-H]-",14.865,"PS 18:0_18:1 (c)","PS",106387,142603,116306,241997,63054,182958,159395,63161,43001,61679,195435,140432,78456,71979,73868,98494,78411,84417
"Neg",39371,"[M-H]-",13.168,"PS 18:0_20:3","PS",4314060,6185843,5129785,5024169,3285671,6922724,5377565,4822474,4754374,3929740,5537712,6332117,4405619,3846444,3259554,2072994,2233742,2309588
"Neg",39885,"[M-H]-",12.96,"PS 18:0_20:3<OH> (a)","OxPS",570191,619226,576740,682054,628951,591338,552475,681325,568668,576937,600946,565742,562846,508629,607355,339868,508306,478951
"Neg",39888,"[M-H]-",12.985,"PS 18:0_20:3<OH> (b)","OxPS",569474,619226,576930,683038,631672,591338,552476,613135,587156,576937,601245,567312,562846,508629,579377,339868,508910,478951
"Neg",39261,"[M-H]-",12.65,"PS 18:0_20:4 (a)","PS",3585310,4913661,4168689,4438650,3083589,6200388,5308252,4347014,4476113,3816979,5160172,6003823,4148816,3536418,2935907,2168125,2367893,2340403
"Neg",39260,"[M-H]-",13.858,"PS 18:0_20:4 (b)","PS",6936686,7989365,7439196,7691101,6624402,8241301,7277907,7727162,7816469,7290473,8301008,8222634,7169410,6971299,6755535,5250931,6111032,6351761
"Neg",39132,"[M-H]-",11.841,"PS 18:0_20:5 (a)","PS",591688,899695,674613,792372,439978,1064237,906093,805960,842812,628102,949796,1052662,615704,489219,404978,159700,352987,356068
"Neg",39129,"[M-H]-",12.806,"PS 18:0_20:5 (b)","PS",1731300,2202371,1908879,1809045,1497382,2362315,1805943,903379,1824557,1642775,1923535,1790919,1691201,1606702,1480983,1086329,1307742,615139
"Neg",41004,"[M-H]-",14.523,"PS 18:0_22:3","PS",224746,398178,447133,393961,243471,564175,505501,301386,385198,264642,248495,533302,206224,289233,191864,37816,141754,136168
"Neg",40892,"[M-H]-",13.5,"PS 18:0_22:4 (a)","PS",1921751,3837937,3510206,3102941,1989425,4309462,1681080,1751573,2927262,1846623,3184298,2470004,2493099,2116944,1591263,1277501,1269782,1435463
"Neg",40889,"[M-H]-",15.155,"PS 18:0_22:4 (b)","PS",505637,521910,254153,579420,485342,368954,553452,540492,543456,554959,693987,571578,210542,522371,512036,366797,436764,465263
"Neg",41248,"[M-H]-",13.15,"PS 18:0_22:4<OH>","OxPS",101311,72927,82239,92138,56702,97397,41827,61072,64642,45080,68961,30731,45624,49553,48989,7739,0,24972
"Neg",40763,"[M-H]-",12.632,"PS 18:0_22:5 (a)","PS",22702751,30345421,27227256,26210544,17936552,34450142,31886409,27285162,27825043,18518258,30532608,36173576,19412747,21055923,14613850,8560685,9841044,9941673
"Neg",40762,"[M-H]-",13.405,"PS 18:0_22:5 (b)","PS",88683,110019,80972,27190,77622,177841,74242,46032,56525,43871,65240,74100,25053,43164,15296,4885,10653,15222
"Neg",40760,"[M-H]-",14.265,"PS 18:0_22:5 (c)","PS",433840,430279,410700,473076,324138,342300,472075,496249,395277,436749,557134,426525,172104,372492,405981,182221,400326,408736
"Neg",40630,"[M-H]-",12.273,"PS 18:0_22:6 (a)","PS",13332965,18789484,15685234,15381910,10125150,19889067,16095609,13834392,14322244,10706093,14106112,16917377,9490294,8143054,6916763,3260634,3815478,3797860
"Neg",40628,"[M-H]-",13.143,"PS 18:0_22:6 (b)","PS",434477,427701,300338,278728,251191,583037,93252,114963,307669,350175,371623,419175,280560,321588,197127,77078,78558,186071
"Neg",37764,"[M-H]-",12.773,"PS 18:1_18:1","PS",17944862,25147681,22066314,20998463,14109532,30061890,22382714,19223526,19578012,16703578,21831429,25811243,18591983,16415307,14098576,9355797,10496309,10469504
"Neg",37647,"[M-H]-",11.862,"PS 18:1_18:2 (a)","PS",724553,584047,643053,438898,266593,926238,578396,346065,699137,431238,649462,497397,596336,366391,385981,241711,202637,166842
"Neg",37648,"[M-H]-",11.99,"PS 18:1_18:2 (b)","PS",377512,1025537,804432,590752,93729,978469,574417,580501,507196,162589,775650,614987,551605,410144,205991,107908,84663,293660
"Neg",37649,"[M-H]-",12.858,"PS 18:1_18:2 (c)","PS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",39471,"[M-H]-",13.944,"PS 18:1_20:1","PS",3588635,5331059,4646145,4222097,2818841,5673831,4449004,3796533,4109740,3435182,4386293,5404396,3887295,3480591,3007269,2205925,2320354,2402305
"Neg",41122,"[M-H]-",15.276,"PS 18:1_22:1","PS",2448405,3463323,3099105,2688149,1920701,3846671,2923200,2510120,2661241,2279546,3111223,3472591,2745019,2354418,2166334,1475206,1595637,1640503
"Neg",41440,"[M-H]-",15.649,"PS 18:1_22:1<OH>","OxPS",122621,127853,125454,176629,168634,183655,147745,152222,168667,177223,208761,158254,121036,133385,147483,75276,104828,107100
"Neg",41007,"[M-H]-",14.214,"PS 18:1_22:2","PS",325754,289735,231087,130387,151379,260489,290429,223581,162543,109446,306017,395996,289875,165950,96563,65227,26747,140256
"Neg",40629,"[M-H]-",11.629,"PS 18:1_22:5","PS",2303436,3053415,2469742,2805196,1578567,3227885,2565028,2545949,2233781,1697989,2599619,2865992,1695577,1661624,1301363,617082,758211,839273
"Neg",40513,"[M-H]-",11.299,"PS 18:1_22:6 (a)","PS",1311521,1733620,1605075,1619883,1008267,2028848,1689920,1487251,1545066,1143899,1510746,1778389,934200,918289,697665,346582,459995,508285
"Neg",40512,"[M-H]-",12.557,"PS 18:1_22:6 (b)","PS",2736009,2848967,2543796,2890788,2877673,2772042,2939507,2893244,3031841,2814144,3154624,2983566,2734123,2711972,3158252,2313590,2886943,2861583
"Neg",42717,"[M-H]-",16.725,"PS 18:1_24:1","PS",541245,1215380,1029158,905550,488035,1326392,530348,903231,968197,759483,1161428,1303582,906972,783151,714962,352798,461967,537252
"Neg",42601,"[M-H]-",15.454,"PS 18:1_24:2","PS",86232,413767,184133,317062,189502,189071,254902,102960,242704,133730,160071,174558,106776,250626,93828,76070,156089,43826
"Neg",39590,"[M-H]-",15.229,"PS 20:0_18:1","PS",1467347,2704824,2286564,2133896,1527939,1677606,1381742,2026110,2124955,1783390,1321827,2609581,2156831,1691102,1525222,1143828,855342,769208
"Neg",43774,"[M-H]-",13.862,"PS 20:1_24:5","PS",1422761,3394739,1179743,1477070,376116,2150340,1138435,1022339,1458096,1368967,1507059,3466359,1234858,917199,767753,1198107,1179295,236787
"Neg",41248,"[M-H]-",16.753,"PS 22:0_18:1","PS",1379015,2049664,1743981,685700,1037709,1519472,1451940,800378,1570718,1219675,1815180,1981832,1610735,1419334,1258249,610892,1037543,666533
"Neg",42842,"[M-H]-",18.379,"PS 24:0_18:1","PS",733788,1436145,1029608,1111242,259712,731028,1173796,1054974,1129911,424892,1088257,1197546,1062804,901666,835171,263773,542716,431970
"Neg",40737,"[M-H]-",12.372,"PS 38:3<2OH>","OxPS",14702896,15371806,14234749,15715759,15965036,15909487,15158019,15633117,16291432,15762415,16852892,15621786,14780774,14658881,15764347,10871168,12706994,13559592
"Neg",41344,"[M-H]-",14.234,"PS 40:2<oxo>","OxPS",1798796,2057659,1869886,2250113,2051372,2144779,1927025,2243781,2226839,1878721,2265448,1989824,1711751,1872584,1763071,1127179,1435768,1538025
"Pos",39522,"[M+NH4]+",22.025,"TG 14:0_14:0_16:0","TG",1818461,1828478,1872051,1808142,1882336,1815929,1667821,1885282,1653158,1879651,2242068,1810227,1800451,1870689,1653764,1586250,1804293,1846870
"Pos",39345,"[M+NH4]+",21.189,"TG 14:0_14:0_16:1","TG",950921,855833,990009,914730,891299,932304,920265,596173,1009817,963609,1104399,1018054,716097,947120,970047,295097,989228,698331
"Pos",40894,"[M+NH4]+",22.395,"TG 14:0_15:0_16:0","TG",798593,883188,687540,1250347,1148610,821614,1236353,1367965,823100,887404,1028715,1272417,688332,1481409,1200588,1204079,1571102,1395822
"Pos",40700,"[M+NH4]+",21.64,"TG 14:0_15:0_16:1","TG",467452,416370,551795,749563,416820,369470,491251,866394,514528,518744,548005,605935,409321,494173,408658,307562,566047,849022
"Pos",42346,"[M+NH4]+",22.758,"TG 14:0_16:0_16:0","TG",10536170,11707756,11415408,11634778,12093278,11486876,11369014,12514250,11956952,11996035,14003634,12064638,9871970,11292519,10872168,9277178,10896273,11522237
"Pos",42149,"[M+NH4]+",22.063,"TG 14:0_16:0_16:1","TG",5770594,5883213,5704315,6028140,6313958,6108954,6263185,7000272,6529474,6615132,7644927,6528840,5894942,6438082,6588188,5755202,6901740,7278482
"Pos",44841,"[M+NH4]+",22.783,"TG 14:0_16:0_18:1","TG",38734050,43304685,41567011,44118979,45591315,41899420,43313084,48280700,44750316,46460420,54455841,45933021,39363802,43599560,44658235,40625215,48929611,51352499
"Pos",46963,"[M+NH4]+",21.89,"TG 14:0_16:0_20:4","TG",230636,231796,196925,172830,311431,138098,251593,317406,314504,357817,428324,340564,526339,436053,479299,713055,1119641,1105950
"Pos",49500,"[M+NH4]+",21.882,"TG 14:0_16:0_22:5","TG",721885,776001,765868,732737,826891,786397,1048647,1258954,1061312,1678049,1926879,1379195,1869667,1892444,1906257,3177891,3770261,4300920
"Pos",49325,"[M+NH4]+",21.532,"TG 14:0_16:0_22:6","TG",273004,281969,255548,293601,323877,243233,399777,368610,378569,470647,550165,479441,489624,509401,530097,566014,745342,733023
"Pos",41964,"[M+NH4]+",21.25,"TG 14:0_16:1_16:1 (a)","TG",610886,669850,710342,387240,467340,640153,459902,811837,896137,894097,951440,895207,395018,787905,840142,723899,917754,370681
"Pos",41968,"[M+NH4]+",21.332,"TG 14:0_16:1_16:1 (b)","TG",391054,669850,710342,359566,365470,640153,308557,811837,896137,894097,951440,605060,374090,787905,840142,246866,917754,627145
"Pos",44659,"[M+NH4]+",22.099,"TG 14:0_16:1_18:1","TG",9110742,9612905,9419112,9528964,10595190,9611143,9734560,11410992,10765235,10983059,12301809,10761850,9890782,10963550,11257185,10625171,13030154,13395454
"Pos",44441,"[M+NH4]+",21.304,"TG 14:0_16:1_18:2","TG",226802,195079,195918,436397,408636,278562,264173,458944,385319,298377,615792,336940,297020,299105,491784,201372,501260,584068
"Pos",43737,"[M+NH4]+",23.071,"TG 15:0_16:0_16:0","TG",4004348,4549800,4020657,4142385,4439181,4322315,4517663,5007441,4477818,4963768,5631356,4647368,4097151,4812716,4493233,4171629,5309152,5181343
"Pos",43551,"[M+NH4]+",22.437,"TG 15:0_16:0_16:1","TG",2928707,2856423,2695124,3034415,2863040,2916073,2969984,3155020,3056707,3138164,3953606,3242107,2992562,3293963,3214145,3165981,3638296,3798546
"Pos",46253,"[M+NH4]+",23.102,"TG 15:0_16:0_18:1","TG",10366682,11415507,10699716,11075165,11922315,10925808,11267417,13250375,12076379,12799843,15300578,12923645,11489275,12568956,12547240,12830104,15012957,16147234
"Pos",50754,"[M+NH4]+",22.289,"TG 15:0_16:0_22:5","TG",70783,131352,82772,115545,161167,86650,281096,135544,310819,238592,396666,405023,277273,291066,450290,996039,1318531,1379619
"Pos",45052,"[M+NH4]+",23.393,"TG 16:0_16:0_16:0","TG",40536350,45683568,43169091,45150235,47332587,43644333,43564543,48281687,47071832,46980099,52776755,46745021,36532600,40043072,40427396,32713618,38597606,42419753
"Pos",46438,"[M+NH4]+",23.675,"TG 16:0_16:0_17:0","TG",4349471,4816657,4669850,4765184,4630419,4550933,4790075,5149628,4899648,5237207,5801952,5016485,4355741,5006005,4866584,4716567,5340195,5495612
"Pos",47764,"[M+NH4]+",23.959,"TG 16:0_16:0_18:0","TG",28090307,30122450,29980991,30566013,30972175,28771472,30189105,32453652,30688080,31165381,37771426,30821536,25198596,28163105,28290733,25224411,30899395,32575221
"Pos",47560,"[M+NH4]+",23.412,"TG 16:0_16:0_18:1","TG",140121191,158878001,151192616,155493244,165982426,148342609,149061870,173085259,165083429,166761846,191596378,162199316,138455129,149466332,153223209,143399174,171890803,184354497
