"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","ML210_0min_1","ML210_0min_2","ML210_0min_3","ML210_20min_1","ML210_20min_2","ML210_20min_3","ML210_45min_1","ML210_45min_2","ML210_45min_3","ML210_80min_1","ML210_80min_2","ML210_80min_3","ML210_120min_1","ML210_120min_2","ML210_120min_3","ML210_270min_1","ML210_270min_2","ML210_270min_3"
"Pos",48691,"[M+H]+",13.424,"PC 18:1_24:5","PC",7028247,3276304,7833849,3434437,3470760,3084485,12026035,10272071,12993779,9504442,15078751,7766657,9865878,10069737,8092884,5605464,3220101,6827842
"Pos",51971,"[M+H]+",19.742,"PC 18:1_26:1","PC",2944648,3009770,3405103,2551577,3425943,3990213,3808618,4107928,2618908,3961344,4732572,3650833,1926148,2548314,1752783,1055989,2478620,2544976
"Pos",45629,"[M+H]+",11.184,"PC 18:2_22:6","PC",5461128,3048739,5474928,15861509,10574142,8279119,14445876,10901182,15854518,13420543,17217356,27019746,19036988,22520589,21524499,5233522,6044682,6951148
"Pos",42921,"[M+H]+",15.472,"PC 19:0_18:1 (a)","PC",2887402,3502038,3184817,2420245,4195192,3093770,1194203,3937770,2833850,1300053,3760942,3520177,2600739,2899454,2742826,722570,2653615,2776209
"Pos",42920,"[M+H]+",15.722,"PC 19:0_18:1 (b)","PC",15239179,16211945,15377400,18428497,16220164,16755663,20522364,18457040,18770230,21853803,20964537,16748118,15292143,16235154,16423924,12271281,12909055,13632281
"Pos",46414,"[M+H]+",14.285,"PC 20:1_20:3","PC",6467791,18315537,16680206,20538813,10777136,19852284,11160937,24997728,13037396,14802303,27503833,21826239,19377577,20151356,20558036,9919172,18978927,19852414
"Pos",48690,"[M+H]+",13.551,"PC 20:1_22:5","PC",14024971,27971927,18974222,28095208,28880007,25732667,18026355,8205460,19991632,22787498,20774653,24152549,7475775,18089347,21179641,3458609,24275729,17245010
"Pos",48487,"[M+H]+",13.173,"PC 20:1_22:6","PC",13501908,15552819,14652142,15336904,14810808,14040851,15784384,17691748,16271270,16271922,19040816,14981917,10749760,12361652,11772456,5691570,7809336,7767361
"Pos",45407,"[M+H]+",10.575,"PC 20:4_20:5","PC",402636,484913,161296,2706886,2698613,2506663,4490812,4741215,4574065,5346739,6048429,5021824,3364677,3838389,3804116,1221402,1637942,1740564
"Pos",48103,"[M+H]+",11.325,"PC 20:4_22:5","PC",2671453,3170155,1323211,8969526,9001807,8373907,14205892,15484887,14688698,17190763,19710159,16438922,11474547,12821250,12704200,5470928,6711161,7017045
"Pos",47904,"[M+H]+",10.998,"PC 20:4_22:6","PC",1687632,1847528,1665861,13070504,13373819,11340429,20369472,21813998,20639086,24619883,29017669,23249445,15469513,18080147,18033892,6235282,8394910,8533619
"Pos",47712,"[M+H]+",10.309,"PC 20:5_22:6","PC",358582,349830,326792,2359990,2343422,2141222,3824424,4110280,3956638,4850773,5320430,4704774,3145745,3678735,3437107,1139528,1387424,1493269
"Pos",50356,"[M+H]+",11.013,"PC 22:5_22:6","PC",2436391,2767490,2337974,8737306,9016906,7845930,12629053,14015843,13335199,14580898,17705738,14076261,8814996,10382646,10449979,3686674,5012054,5083047
"Pos",50178,"[M+H]+",10.661,"PC 22:6_22:6","PC",474854,582932,517077,3448964,3438482,3027397,4778535,5165469,4775525,5382126,5827805,4956651,3157126,3628505,3466843,1061320,1391730,1368870
"Pos",49670,"[M+H]+",19.787,"PC 24:0_18:1","PC",2918509,2356530,3390586,5203255,2832175,4987659,5056677,5514441,5414907,3534683,3266126,2522272,2903021,2701163,3341414,543718,3509793,3743195
"Neg",40857,"[M+HCOO]-",14.871,"PC 36:2<OH>","OxPC",151111,129086,97998,125521,102094,140957,127116,125218,170817,124395,142725,125594,82654,107144,103831,40985,42676,90077
"Neg",41917,"[M+HCOO]-",11.721,"PC 37:5<OH,oxo>","OxPC",339630,393391,326775,438156,408716,385270,434002,493080,549307,477086,668463,502611,423122,430139,454892,256302,317559,345917
"Pos",29994,"[M+H]+",11.88,"PC O-12:0_16:0","EtherPC",12198045,13272509,12647935,14424234,14366437,12918379,14588840,15731772,15830957,16124233,18003175,15375441,13001099,13989632,14143439,10197035,13478079,14075671
"Pos",32111,"[M+H]+",11.816,"PC O-14:1_16:1 (a)","EtherPC",930281,1920229,1886510,1005518,2215231,1971118,2104521,1584737,2445851,2217747,2499842,1513197,1086763,1704195,970651,1192976,1484135,669386
"Pos",32110,"[M+H]+",11.873,"PC O-14:1_16:1 (b)","EtherPC",859851,1920229,1886510,668456,2215231,1971118,2104521,1584737,2444642,1186090,2499842,829159,503399,1704195,1040448,1192976,1484135,769117
"Pos",34612,"[M+H]+",12.752,"PC O-14:1_18:1","EtherPC",6045660,6565800,6733192,6724035,5931181,8089965,7148834,7797947,6249442,7099559,9555039,6802134,5871612,5818068,4925954,4285173,5164338,5752283
"Pos",31195,"[M+H]+",12.447,"PC O-15:0_14:0","EtherPC",7233550,8538285,7753491,5137233,8796546,8434463,8388858,8900427,9033994,8664268,10779814,9135173,3987774,8488140,7616623,5739798,7299604,8051608
"Pos",32475,"[M+H]+",13.078,"PC O-16:0_14:0","EtherPC",319547166,346493354,334377697,378367344,360988840,356840266,350358632,392830692,378616686,356029350,435293360,354482812,269480098,306230026,302107988,186408969,228094762,245770701
"Pos",32298,"[M+H]+",11.997,"PC O-16:0_14:1","EtherPC",10433803,10592122,9899276,14554695,11380222,12579881,13206595,12803292,6439728,12252643,13646583,13930948,9967761,9425898,9662481,6015915,8704191,8466584
"Pos",33740,"[M+H]+",13.5,"PC O-16:0_15:0 (a)","EtherPC",7640344,8238423,7549433,9093910,9362181,8249322,7342814,9533033,8796566,9173280,8512288,7487617,6620504,5785515,6848607,4407409,2495330,2928884
"Pos",33735,"[M+H]+",13.699,"PC O-16:0_15:0 (b)","EtherPC",84750718,92057986,91657211,101011516,98076478,92850597,99970282,107220142,104771128,103878747,118775441,100011528,82421174,93054697,92044749,63914717,82777811,88689291
"Pos",34998,"[M+H]+",14.407,"PC O-16:0_16:0 (a)","EtherPC",1458966260,1550077138,1500368453,1688810056,1614134593,1535140680,1510784589,1734982832,1658748750,1598802898,1824466203,1564920189,1185444572,1366317436,1311949715,796369235,980458546,1051470582
"Pos",34997,"[M+H]+",14.482,"PC O-16:0_16:0 (b)","EtherPC",1461180451,1551484019,1501711446,1695296448,1625164013,1559320424,1510784589,1745784886,1658803100,1607211365,1822156644,1567950201,1185444572,1366178241,1320517955,797399781,980458546,1051470582
"Pos",35000,"[M+H]+",15.823,"PC O-16:0_16:0 (c)","EtherPC",1520067,2825592,2418598,1699748,1277658,3113014,1077983,839844,2936063,1495098,2350597,1147088,1493734,2334230,1280795,435824,930083,1277485
"Pos",34799,"[M+H]+",13.191,"PC O-16:0_16:1","EtherPC",854021400,940705080,916497045,1040831728,998680644,992140351,988822212,1117104704,1059322929,1024715069,1184422495,999948400,778391265,875591636,859114429,524401114,652779587,746686115
"Pos",36277,"[M+H]+",14.924,"PC O-16:0_17:0","EtherPC",18797220,21731790,20030002,23657995,22709010,23489100,21942476,25792042,23535970,25066405,26659421,22177892,17529026,20069431,20458839,13101678,12387388,14267039
"Pos",36078,"[M+H]+",13.814,"PC O-16:0_17:1","EtherPC",106016542,117341900,119439200,130280276,123162754,125462822,125823807,139621874,134855519,127487603,153294633,126634597,99594294,113892209,109059173,74606394,92340850,98539749
"Pos",37438,"[M+H]+",14.502,"PC O-16:0_18:1 (a)","EtherPC",1910154597,2076422135,2005519474,2249500238,2173579359,2141387544,2079380162,2381683429,2282981023,2200642723,2581775570,2181670315,1705325099,1935832841,1874914273,1256908924,1559416293,1659967098
"Pos",37440,"[M+H]+",14.611,"PC O-16:0_18:1 (b)","EtherPC",1910155712,230149879,202164572,233993197,215014603,212238406,221004905,226947743,222191883,224921783,260735110,193523166,179052270,203366344,200657719,142833717,161354973,185725844
"Pos",37239,"[M+H]+",13.42,"PC O-16:0_18:2","EtherPC",262363804,204141700,276209995,222170065,234645234,297747621,235842379,253199046,318365780,235171864,367816930,305494158,182247711,188540611,263826725,176773648,215123314,189003601
"Pos",37039,"[M+H]+",12.455,"PC O-16:0_18:3 (a)","EtherPC",12045348,13919345,9667239,15248332,13219687,15086703,13440147,6898568,13490047,15347091,17882561,9057157,11266884,12323383,12271484,7210428,9126772,5782910
"Pos",37040,"[M+H]+",13.153,"PC O-16:0_18:3 (b)","EtherPC",41172574,23613611,25203562,48601977,48166286,46437836,48777686,31111746,47472333,31506622,66354998,52503355,24757485,28907747,23738142,28730637,34611660,37828973
"Pos",38548,"[M+H]+",14.303,"PC O-16:0_19:2","EtherPC",4887804,6211465,5894480,7126932,4424126,5586814,6914495,4576575,6843182,6087474,6001621,6813799,4369666,4144509,4321422,1989496,4465918,3476466
"Pos",39693,"[M+H]+",13.675,"PC O-16:0_20:3","EtherPC",116039148,126246017,126942679,134596675,135720047,130431572,128927671,150962890,134902394,140731433,159087615,136718243,104900844,115633440,120006145,84997439,109010481,110692214
"Pos",39501,"[M+H]+",12.892,"PC O-16:0_20:4 (a)","EtherPC",13551153,16178250,6536870,16371291,6548218,15964748,16095903,17682138,14502986,6086542,19741040,14306443,4854361,13727236,13029831,3585392,4554889,5010130
"Pos",39500,"[M+H]+",13.101,"PC O-16:0_20:4 (b)","EtherPC",342630554,377721764,373600649,402427265,405133175,369723492,400137013,448699095,434673522,468449563,557449044,445610017,390043028,418760306,422952417,356355575,452840581,485891783
"Pos",39496,"[M+H]+",13.446,"PC O-16:0_20:4 (c)","EtherPC",23610371,31488817,31595816,36125434,37571946,32564167,33245016,30564450,34983860,30851334,43406759,37145421,30436113,25919025,37945421,5297856,34410125,32256633
"Pos",39495,"[M+H]+",13.847,"PC O-16:0_20:4 (d)","EtherPC",7357921,9209830,8976780,10096190,10569616,10820172,9941325,13066308,10392279,10400707,11376750,10819155,2399626,7273741,9284079,6173941,3391806,8063590
"Pos",39322,"[M+H]+",12.233,"PC O-16:0_20:5","EtherPC",134263605,148558359,140684562,153873682,148694263,144532355,153373209,174287631,162972081,172928340,208402862,169218841,142600868,159691523,156061715,114468571,142858890,152605171
"Pos",42928,"[M+H]+",17.696,"PC O-16:0_22:1","EtherPC",20942820,22604315,14425174,24887210,23921090,10170619,23273529,25100843,10280201,24339927,27890247,22511335,7063789,8747653,19756749,5646532,15507553,16443390
"Pos",42732,"[M+H]+",16.294,"PC O-16:0_22:2 (a)","EtherPC",31620292,35829783,42804071,39028648,38584958,47185693,44523510,37241942,37606825,44776951,42366031,37063007,34242617,31249310,31476404,24866621,25606551,31412555
"Pos",42733,"[M+H]+",17.365,"PC O-16:0_22:2 (b)","EtherPC",4948870,3158485,5608795,5874834,2380368,3850803,3225681,6420180,3010210,5848720,6743689,5827621,2478380,3892410,4748740,3213923,1823956,2202454
"Pos",42327,"[M+H]+",14.083,"PC O-16:0_22:4","EtherPC",52249003,47269173,39392493,51483577,48425736,57898002,54908894,59761019,37101972,61544093,70533518,60467505,49810585,53939610,51130542,48586424,61578627,64157013
"Pos",42123,"[M+H]+",13.117,"PC O-16:0_22:5","EtherPC",426790378,475109980,449179490,491793779,483396244,449566369,484329232,554489070,532894188,528985011,655966948,522834590,441574708,490727803,494855232,408321617,518062646,551521913
"Pos",41942,"[M+H]+",12.671,"PC O-16:0_22:6","EtherPC",265473636,291642010,282935029,292161861,280972427,286270305,287984878,317615861,306741928,302780369,371450257,300052908,244055285,264762349,268596377,186473837,239623909,261572917
"Pos",45439,"[M+H]+",17.786,"PC O-16:0_24:2","EtherPC",2769285,2856744,2748110,4039168,3148782,2888202,3108415,1892536,2985610,3539690,2630822,1118396,2276857,1177819,2617130,564782,2088685,2585144
"Pos",45028,"[M+H]+",15.284,"PC O-16:0_24:4","EtherPC",6671786,9276793,5389438,8028194,8761369,8305984,8945404,11428704,9363658,9729304,8580064,9987482,7863587,8954426,7139653,6634575,8446265,9272025
"Pos",44816,"[M+H]+",14.186,"PC O-16:0_24:5 (a)","EtherPC",29799949,30552783,29842371,33889591,34112884,34602005,34480164,37547598,37080581,36438426,44038781,37275331,27992471,32002650,34110142,23685153,28721859,32824021
"Pos",44818,"[M+H]+",15.196,"PC O-16:0_24:5 (b)","EtherPC",2653265,905950,3552086,1029589,3418681,3186135,3661626,3894142,3788728,3369548,1371895,3017928,2608343,3165355,1188777,2826272,1553401,3364206
"Pos",32296,"[M+H]+",12.889,"PC O-16:1_14:0","EtherPC",69968512,77589077,74132107,80486212,78361745,75052291,79958955,89069814,85635205,80997882,99367003,80632203,63858356,71934327,71255111,41647645,53437466,58140423
"Pos",34802,"[M+H]+",14.211,"PC O-16:1_16:0","EtherPC",294888314,322966041,311043416,343232909,335169110,318148542,328763415,373978141,351425614,348898163,410189738,336730118,263194349,291916770,294990330,187452083,226939909,249489609
"Pos",34614,"[M+H]+",12.185,"PC O-16:1_16:1 (a)","EtherPC",3264240,3830266,4006820,4918915,1922878,3947428,4945540,1738601,4536509,4187395,6213974,5122500,1701317,4014309,2013487,2044711,3640507,4098764
"Pos",34617,"[M+H]+",12.995,"PC O-16:1_16:1 (b)","EtherPC",128399270,142418019,136694327,153996639,147892325,144358824,147787043,164928817,159402113,148074017,183486415,150585616,117964928,135483530,134006060,82415971,103101723,110233553
"Pos",35881,"[M+H]+",13.573,"PC O-16:1_17:1","EtherPC",23025416,23299450,21895978,26218705,24924004,23977958,24314136,27556924,27084440,25800597,20055669,14122434,20432668,23916764,22230304,15198841,19157972,20310804
"Pos",37241,"[M+H]+",14.287,"PC O-16:1_18:1","EtherPC",290330603,314681858,310128710,344562255,334765704,329110511,326047042,368728798,349836288,343168087,404611930,333474416,256737161,287547633,283583260,176298337,220726041,241055602
"Pos",39323,"[M+H]+",12.907,"PC O-16:1_20:4","EtherPC",59224188,56627044,53447441,53992341,59916395,61656831,72093500,79497414,75691697,78094907,93787420,77224620,58321697,75929869,76545554,63517174,80177445,83548548
"Pos",39156,"[M+H]+",12.026,"PC O-16:1_20:5","EtherPC",13869273,15966201,15032120,17287124,17461377,14804514,17762217,20172752,19601101,20378693,24605325,20068882,17460697,18832516,18135493,13603173,17225489,18866335
"Pos",42122,"[M+H]+",13.806,"PC O-16:1_22:4","EtherPC",14383470,20413870,11684141,15558510,21292217,18593443,5187150,23653493,22080496,23450973,19619255,21367381,15134459,21058500,17541048,13187084,17101187,17416846
"Pos",41704,"[M+H]+",12.447,"PC O-16:1_22:6","EtherPC",54241242,61288939,58706732,59607676,60413906,58569769,60483242,67129863,65233637,65119518,76615867,66880192,56210141,61123261,59578912,44495080,55036235,58631414
"Pos",34420,"[M+H]+",11.965,"PC O-16:2_16:1","EtherPC",1631002,710057,1714599,1928037,1705483,1557700,1931956,1967529,1759321,1730482,2177644,1829038,954141,896878,1503571,771834,786607,750514
"Pos",45221,"[M+H]+",16.709,"PC O-16:2_24:1","EtherPC",799306,2401011,933094,1058825,697164,590823,1042586,2419751,722897,2710941,1543231,507312,423795,1575991,1040879,1439238,484205,1839069
"Pos",36276,"[M+H]+",15.134,"PC O-17:0_16:0","EtherPC",29379996,30891485,30457274,22496623,11785089,30085606,32059908,33804759,25799998,30413651,33142890,31536131,23255941,27917710,26894780,17749917,17756114,25321705
"Pos",38767,"[M+H]+",15.233,"PC O-17:0_18:1","EtherPC",45524062,27001117,49010292,47436459,53263158,52466838,45420339,50166414,55186126,52991284,63429291,52130546,41673931,39271110,44695362,30098306,16561751,35722183
"Pos",40873,"[M+H]+",13.729,"PC O-17:0_20:4","EtherPC",9018778,9723066,7194505,5496288,4238543,3635065,12077661,12601770,11969378,13753103,15892358,13183109,10611375,12860480,10651151,9284971,11885147,13034586
"Pos",43342,"[M+H]+",13.287,"PC O-17:0_22:6","EtherPC",6608641,7631198,7104807,7253629,7198909,6623010,7845099,8941172,8430612,8060858,11470247,8960147,6767923,8201059,6777945,5131578,6674379,7247664
"Pos",36079,"[M+H]+",14.663,"PC O-17:1_16:0 (a)","EtherPC",3746778,7043851,6201699,5089509,7074683,4896831,6898909,7350357,7202436,7226232,9133957,7178750,4891925,6714492,5064704,3554703,3038070,5118933
"Pos",36076,"[M+H]+",14.902,"PC O-17:1_16:0 (b)","EtherPC",7259781,7797106,6913644,8207603,7714448,6601587,4277032,9137862,8167468,7954892,9891204,7297642,6322404,3454319,6963650,1492390,5087011,5972427
"Pos",38550,"[M+H]+",14.792,"PC O-17:1_18:1 (a)","EtherPC",2356518,1172565,3301010,2951772,3359172,3870933,1214720,4646062,3717804,1235794,1521551,3294380,2920209,3009492,2591662,2355301,2321904,3248622
"Pos",38553,"[M+H]+",14.98,"PC O-17:1_18:1 (b)","EtherPC",6584918,15635256,11944425,13976774,12587564,12538344,15892268,13716356,14468967,16064729,8843969,13348396,9863913,11675654,11812734,3028516,9144994,8675549
"Pos",37650,"[M+H]+",15.957,"PC O-18:0_16:0","EtherPC",184921342,202120193,198238231,217647581,208321784,205560686,204957877,218702018,220016508,208472610,247602658,201859156,166259576,186187391,178784569,116962206,145122987,150635025
"Pos",40104,"[M+H]+",16.038,"PC O-18:0_18:1 (a)","EtherPC",169313197,125249581,191797647,211208941,201176004,206023243,193151740,91905254,204572740,199488599,234129790,192476650,150676645,164918458,163186665,104642251,129048635,141293211
"Pos",40105,"[M+H]+",17.282,"PC O-18:0_18:1 (b)","EtherPC",944081,626867,1514427,1983025,602980,749771,590432,614884,1660996,380819,576287,758985,644707,227747,1101796,986346,819507,871608
"Pos",42530,"[M+H]+",15.121,"PC O-18:0_20:3","EtherPC",34239309,32883032,34840126,21714046,37127327,19197380,39323235,43449147,19505451,35801768,48120958,37042057,31820718,17933589,34322484,11624793,30677636,29329857
"Pos",42328,"[M+H]+",14.431,"PC O-18:0_20:4 (a)","EtherPC",84614723,91708692,89476553,100055723,97774586,89645023,97735821,109362898,108044100,112851184,128896411,110168164,89757125,102426765,97456278,77229472,98421270,105197258
"Pos",42331,"[M+H]+",14.849,"PC O-18:0_20:4 (b)","EtherPC",10106557,11316149,3374839,9703705,9912923,10422898,10587241,1699010,10637043,11484075,9269767,8542674,7054518,9225298,3910321,7556304,6518314,7777062
"Pos",42124,"[M+H]+",13.441,"PC O-18:0_20:5","EtherPC",61770623,70968211,60368772,80130260,72320443,72708607,74717018,74348030,73860214,81370898,92681944,78662358,55400145,73288601,71244080,52127868,61547478,73027181
"Pos",45438,"[M+H]+",17.88,"PC O-18:0_22:2","EtherPC",1324965,3893301,2107654,3165313,4587430,3667052,1269557,3124453,3623711,3422033,5079223,3216374,3235683,1955853,3339832,667680,2516810,405981
"Pos",45027,"[M+H]+",15.506,"PC O-18:0_22:4","EtherPC",6131893,7156974,6641154,7162531,8536751,5540425,6284735,8187814,8894972,8535202,9956005,7860923,5486233,5576607,6670381,6821923,3082514,8917470
"Pos",44815,"[M+H]+",14.399,"PC O-18:0_22:5","EtherPC",74955062,81554980,77924147,85086648,82158585,77276255,81222543,90416795,87432016,86423072,102369724,85143729,68767455,78395373,74813724,60140357,76184937,82434819
"Pos",44633,"[M+H]+",13.939,"PC O-18:0_22:6","EtherPC",62319409,72097442,68616936,69843324,70446882,70585585,67916063,76541155,73493461,73288779,85053289,69944316,54963772,64663709,65299387,43372316,50457716,59130679
"Pos",47541,"[M+H]+",15.651,"PC O-18:0_24:5","EtherPC",3621013,3555828,3321100,3803513,4125350,3833820,3731365,4502580,3662412,3747599,4419843,3480348,3099804,3197545,3246707,2414995,2894044,3541878
"Pos",37442,"[M+H]+",15.677,"PC O-18:1_16:0","EtherPC",9588760,23524645,26841111,30721138,28555198,28540615,29029241,30028741,32632949,30333871,34101176,31209424,24538935,28384778,25878915,16618309,21460261,23277407
"Pos",37240,"[M+H]+",13.272,"PC O-18:1_16:1","EtherPC",27311890,75202648,30905417,82678246,68351249,31913116,71079779,90497779,33607543,79143771,39936320,33857025,57060986,70592482,28501297,17920645,23234901,50037122
"Pos",38554,"[M+H]+",13.968,"PC O-18:1_17:1","EtherPC",19959652,15210923,22672334,24940099,24728797,24456979,24221076,27387593,26119737,25869072,30322565,24742468,19226372,21249054,13398047,14134279,17265400,18579498
"Pos",39890,"[M+H]+",14.58,"PC O-18:1_18:1 (a)","EtherPC",297269316,332191770,319033197,368360909,344319395,351888890,129465648,381866102,372690898,340659299,403570574,342848176,261637003,299179851,293413386,189944815,235091607,250339617
"Pos",39891,"[M+H]+",15.768,"PC O-18:1_18:1 (b)","EtherPC",43615032,47569804,47423971,50756287,50748575,52091365,50251426,54627291,52753660,49871106,58949214,47742860,38003863,43150548,40820547,26365823,32304225,35335135
"Pos",39692,"[M+H]+",13.465,"PC O-18:1_18:2","EtherPC",30069178,35787054,32136432,38359196,35430649,35340603,37235283,32221849,43456484,37514607,40799062,32998298,27971140,31519274,29283282,19141877,20427517,24924229
"Pos",41073,"[M+H]+",14.366,"PC O-18:1_19:2","EtherPC",7785665,8514800,7940643,6660475,4993589,3222679,2466963,9536458,4296408,8403258,11599088,8909800,3400357,4191413,3880222,5681788,6837446,3230525
"Pos",42731,"[M+H]+",16.061,"PC O-18:1_20:1","EtherPC",8300393,8980306,2987437,10213553,7464683,3193216,2913191,10096051,9005014,3051244,10680372,7364350,2219804,7106123,7353059,1561137,4731649,2105536
"Pos",42326,"[M+H]+",13.778,"PC O-18:1_20:3","EtherPC",13752172,26229250,21739475,44087363,22094143,41093775,43559037,27500187,45385457,42295557,51281914,27150166,32996709,37844077,19295985,19167578,9757829,17989663
"Pos",42125,"[M+H]+",14.179,"PC O-18:1_20:4","EtherPC",23237832,25658827,23348118,25828927,25715047,23870425,27069897,30573916,29651155,30113375,35258407,29887860,25172108,26684501,28089042,20375453,25664897,27436141
"Pos",41943,"[M+H]+",12.285,"PC O-18:1_20:5","EtherPC",60725661,65494074,62884258,71126886,67668212,65081323,69663274,79902335,75674656,75929077,91518720,73395513,62745869,69325805,68664354,47071859,58833642,62121307
"Pos",45222,"[M+H]+",16.359,"PC O-18:1_22:2 (a)","EtherPC",2090446,2020690,2114122,1801222,1889115,2002704,1841499,1275101,1479405,2032250,2729626,2026572,1690214,2057469,1539252,1140248,2186036,2235796
"Pos",45223,"[M+H]+",16.425,"PC O-18:1_22:2 (b)","EtherPC",2090446,1381065,2114122,2305573,1380674,1375921,1054574,1664805,1946926,1351293,2732863,2123319,1690214,2057469,1674678,847635,2186036,2235796
"Pos",45224,"[M+H]+",17.428,"PC O-18:1_22:2 (c)","EtherPC",837456,972778,2042701,426295,1418697,1071964,1338424,825528,807021,1501272,2353340,1607943,432919,1045062,712904,353951,1179139,436218
"Pos",44634,"[M+H]+",13.161,"PC O-18:1_22:5 (a)","EtherPC",99116455,109952147,102583440,114996015,114715584,104884216,111968342,127744034,120842083,118631195,144124484,116269107,93888033,114806703,104038776,80021434,102079268,108283165
"Pos",44635,"[M+H]+",14.148,"PC O-18:1_22:5 (b)","EtherPC",24904570,26868829,26236976,28378074,26637037,24611196,30308134,31252245,30705922,29747090,37759340,30288400,24546529,25637359,23264863,4924682,25354213,25353553
"Pos",44417,"[M+H]+",12.735,"PC O-18:1_22:6 (a)","EtherPC",102298339,112516080,105379427,111642658,113578937,116308181,115586569,124894392,117900844,110164291,138345141,119144243,90691150,103398406,106346653,64113073,86000016,90598516
"Pos",44416,"[M+H]+",13.668,"PC O-18:1_22:6 (b)","EtherPC",33348069,31110277,31084506,32993999,33170182,31135163,31804659,34477589,35280437,32437012,36104130,32817240,26700392,29165587,30541500,20419274,17521386,25206281
"Pos",47326,"[M+H]+",14.251,"PC O-18:1_24:5","EtherPC",4811700,5403964,5139754,7834337,5374852,5448723,3593158,6992092,5925927,6376236,6912798,6165298,4318639,2923158,3734355,2699210,4275142,4181722
"Pos",39695,"[M+H]+",14.344,"PC O-18:2_18:1","EtherPC",106773295,118377000,112069690,126520312,119812747,119015699,123382147,136131551,127432850,121550842,128890430,109740295,94181159,110758273,101657599,63749179,67729706,89762971
"Pos",42532,"[M+H]+",15.754,"PC O-18:2_20:1","EtherPC",2684377,4824008,3026042,8725060,13811386,3792657,4576817,3257828,5063908,10416425,3978403,5455610,3102742,1423187,4769495,1173606,1991986,2626753
"Pos",41941,"[M+H]+",12.893,"PC O-18:2_20:4","EtherPC",96713832,119048516,101855940,108270243,86693436,104122866,115962727,131543061,122740538,122313896,157572739,129258658,105945752,119156950,121526371,91616507,114267027,116988231
"Pos",41705,"[M+H]+",12.097,"PC O-18:2_20:5","EtherPC",10670645,11160440,10753178,12020878,11685672,10452668,12419240,14328575,13140177,13753121,16566875,13329431,10315274,12158535,12257958,8383640,10125308,10648747
"Pos",44418,"[M+H]+",12.939,"PC O-18:2_22:5","EtherPC",35068340,14188517,38451555,41290538,35667316,31699554,37638954,44455838,40631961,42239009,52945906,35309663,31695503,8525755,32444388,28791437,30723872,35947336
"Pos",44220,"[M+H]+",12.523,"PC O-18:2_22:6","EtherPC",29454021,34216054,30851255,32499096,31577269,30019835,33508786,37414920,35371492,35504731,40964561,35984360,27620768,30014453,29001784,19429758,23309893,26405145
"Pos",38977,"[M+H]+",16.477,"PC O-19:0_16:0 (a)","EtherPC",1208247,523381,1603107,1668255,1199541,591119,1367309,1329866,1220491,1846754,2083368,1555400,759336,1227731,1024573,572054,742821,1342930
"Pos",38978,"[M+H]+",16.744,"PC O-19:0_16:0 (b)","EtherPC",988376,706017,505989,1734503,923687,576072,1690223,785121,1602797,2462845,2169265,938354,618293,661701,1281107,748353,656856,871570
"Pos",41498,"[M+H]+",16.833,"PC O-19:0_18:1","EtherPC",3113028,3388990,5280152,6127628,5324373,5943100,5207324,5786973,780898,5508361,1058409,2556627,460673,4305809,3019427,1452107,1780058,2569750
"Pos",41272,"[M+H]+",15.471,"PC O-19:1_18:1 (a)","EtherPC",7558942,4048614,4816793,1379824,5636099,2970066,5477072,5345104,5000808,4075777,5348250,4077744,4627087,8062023,3160807,1108016,4062960,3633838
"Pos",41278,"[M+H]+",15.781,"PC O-19:1_18:1 (b)","EtherPC",705773,1443878,312824,1502201,1016545,1600055,1042342,408745,386876,844765,1471922,1405814,302538,776560,385318,432010,264065,886289
"Pos",40298,"[M+H]+",17.649,"PC O-20:0_16:0","EtherPC",6860236,7244412,7172382,4748864,7486706,7133329,7426599,8199662,5455655,7729736,3376039,7517319,2315529,6659041,6691425,4336000,5371491,1979209
"Pos",45029,"[M+H]+",15.971,"PC O-20:0_20:4","EtherPC",4472041,3064429,4941410,5284410,2704547,4752582,4780260,5982783,2548715,5687226,6681454,5092504,4547747,5046791,4988776,3771268,4681471,5025382
"Pos",47542,"[M+H]+",15.927,"PC O-20:0_22:5","EtherPC",7484609,8933153,8657251,9282491,9139927,8784540,8988450,9615692,9704001,9871337,11042772,9355907,7681740,8342904,7998432,5909449,7355426,7737566
"Pos",47325,"[M+H]+",15.41,"PC O-20:0_22:6","EtherPC",5179437,8655150,5413347,5459848,6605353,6021839,5670804,10025355,6693277,2924750,7074333,9163474,5023808,5109074,5356319,3742422,2654130,4757912
"Pos",42734,"[M+H]+",17.449,"PC O-20:1_18:1","EtherPC",4948870,3158485,680511,5874834,2244948,3850803,2290641,741717,3359542,5848720,6743689,5826679,2478380,4688735,4748740,3213923,2480924,2202454
"Pos",47327,"[M+H]+",15.606,"PC O-20:1_22:5","EtherPC",2714293,825002,2840201,3287091,2673973,2795394,3440436,937913,849571,904292,3695647,830632,2311435,3027605,3156167,1791670,2870392,2597745
"Pos",43156,"[M+H]+",19.35,"PC O-22:0_16:0","EtherPC",546414,1659657,1402172,1365582,1808952,3262860,3037930,3507590,3177038,2659126,3372612,1638254,2372225,1313971,914609,1114263,1144387,2142828
