"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","H2O2_0h_1","H2O2_0h_2","H2O2_0h_3","H2O2_1min_1","H2O2_1min_2","H2O2_1min_3","H2O2_20min_1","H2O2_20min_2","H2O2_20min_3","H2O2_4h_1","H2O2_4h_2","H2O2_4h_3","H2O2_24h_1","H2O2_24h_2","H2O2_24h_3","H2O2_72h_1","H2O2_72h_2","H2O2_72h_3"
"Pos",41251,"[M+H]+",13.687,"PC 18:1_18:1 (a)","PC",13079675948,12688488768,12576360448,11567528011,11208006744,10857627364,9216282365,5618143675,11044167688,10507268740,10682226074,10764517790,10633392784,8694806324,9210118301,8233428996,9936920166,8862084365
"Pos",41265,"[M+H]+",14.991,"PC 18:1_18:1 (b)","PC",32260896,7095086,33130289,20000313,16600844,30075759,22976258,4704665,28649132,15450835,23108479,21609304,16449504,10388028,14442003,6165094,17037045,24059116
"Neg",40864,"[M+HCOO]-",10.92,"PC 18:1_18:1<OH> (a)","OxPC",5442,6265,5702,10327,15778,16089,7324,5931,20137,167873,120246,168024,317337,237180,280698,500581,636352,533247
"Neg",40863,"[M+HCOO]-",11.193,"PC 18:1_18:1<OH> (b)","OxPC",6367,0,0,19977,11957,6402,50630,14696,59571,398530,314912,454968,691974,627076,831702,1347756,1628660,1553196
"Neg",41640,"[M+HCOO]-",10.077,"PC 18:1_18:1<OOH> (a)","OxPC",20199,7992,24888,28102,22497,22766,27597,23851,69722,173276,170866,155428,219160,193154,208344,292119,485265,343591
"Neg",41637,"[M+HCOO]-",10.332,"PC 18:1_18:1<OOH> (b)","OxPC",17563,4928,15709,38011,37992,39670,74713,19347,50100,139842,147842,153967,195306,134896,169425,488072,402872,304904
"Neg",41641,"[M+HCOO]-",10.429,"PC 18:1_18:1<OOH> (c)","OxPC",9372,7457,8250,41252,24804,39670,100234,28779,104274,257986,200269,237188,336229,320376,350108,547940,660760,696101
"Neg",40748,"[M+HCOO]-",10.465,"PC 18:1_18:1<oxo> (a)","OxPC",17663,6759,13914,24957,4749,6946,4854,3174,18690,38596,22588,21379,98630,66016,47569,108885,80960,66173
"Neg",40747,"[M+HCOO]-",10.739,"PC 18:1_18:1<oxo> (b)","OxPC",0,9833,0,0,0,6139,0,0,0,8734,3618,5100,19840,19797,28558,45969,78350,48124
"Pos",41066,"[M+H]+",12.692,"PC 18:1_18:2 (a)","PC",1793765159,1751165509,1701302449,1527060551,1502353800,1411100809,1189014499,422000135,995808805,1378756262,1440013794,1421956221,932336584,1097551915,1202022365,978476744,1275383792,1120916191
"Pos",41067,"[M+H]+",12.867,"PC 18:1_18:2 (b)","PC",185161714,171589454,165980255,145249955,146688400,137366834,115796803,199328465,484390219,134224635,135834168,131991513,493236476,109925852,119543194,96101257,125647355,109031106
"Pos",41068,"[M+H]+",13.268,"PC 18:1_18:2 (c)","PC",72596855,69055359,73819266,59004488,58812330,52562724,46028082,24487492,62757791,53930150,41495314,52791645,50626800,37989050,48286886,35340429,46877208,38938722
"Pos",40861,"[M+H]+",11.841,"PC 18:1_18:3","PC",118464249,110776055,101251328,91734770,96439278,86406320,74889615,39995906,91808236,84228857,86062026,82583303,84100705,66997752,70750668,58924629,80566379,64616789
"Pos",42725,"[M+H]+",14.346,"PC 18:1_19:1","PC",370063232,364844407,363049220,319934292,314338046,299745800,232592407,128321013,291425321,286874605,290195231,288798949,282512884,224441622,235313906,208783132,257985461,230287628
"Pos",42522,"[M+H]+",13.273,"PC 18:1_19:2 (a)","PC",48009918,43963617,42944305,38623568,40000820,36189059,28832363,15430319,35331074,33635322,34980662,35313516,17518104,27145565,28941474,23906323,32186784,29511444
"Pos",42521,"[M+H]+",13.478,"PC 18:1_19:2 (b)","PC",57809610,54130012,56721060,52996251,43956710,43129503,37671614,22682212,46913852,48558739,44416573,41739426,45248909,33975034,37012811,34675915,40299381,36380478
"Pos",44066,"[M+H]+",15.042,"PC 18:1_20:1 (a)","PC",1026150470,998169749,987613262,876092216,846029707,815576708,590909437,332121544,748220495,732155690,767096761,779900479,763546715,590627410,607574570,557364609,699394961,619467300
"Pos",44067,"[M+H]+",15.89,"PC 18:1_20:1 (b)","PC",3796178,1207432,5224594,1315354,1069866,1045643,1712629,537368,961813,933497,1247956,1042996,1018123,785113,815421,780845,1854955,2398325
"Pos",43876,"[M+H]+",13.889,"PC 18:1_20:2","PC",263701311,250815754,253654975,219265086,220817419,213833908,157031610,86965918,209102911,190901859,208185127,201266255,198011117,160254742,162961715,137343458,180627230,162850194
"Pos",43704,"[M+H]+",12.979,"PC 18:1_20:3","PC",263917014,257392345,258772616,259549060,239848245,203576239,183704519,110807138,215935815,222404579,210200006,253238535,244853995,185169080,195570676,166772996,180557458,181271174
"Pos",43328,"[M+H]+",11.63,"PC 18:1_20:5","PC",117154235,112135209,110175126,97427040,92618080,89395521,75874962,39568481,97275176,90806014,91516107,85146759,87684009,67351862,74763504,55263422,73883811,66601905
"Pos",45430,"[M+H]+",15.775,"PC 18:1_21:1","PC",15349221,18347133,18459453,15884548,15229456,15165083,10104406,2552618,10718002,10552730,13599399,13898366,13800605,10521817,10936420,10187902,10452800,10810760
"Pos",46770,"[M+H]+",16.577,"PC 18:1_22:1","PC",60767604,61447380,60264257,53585736,52110146,50064079,33892344,21242864,43326857,43444416,46194289,30517920,45606512,36234902,36020139,23233144,42613024,37847748
"Pos",46601,"[M+H]+",15.333,"PC 18:1_22:2","PC",41915714,41787476,41578312,35889962,19980637,33742209,24153204,14298874,30568423,30647548,31823732,31352858,31427687,24231957,25013826,22461866,29202675,25485377
"Pos",46235,"[M+H]+",13.307,"PC 18:1_22:4","PC",59523911,53308832,56458618,45487791,50795948,45999565,34325930,18483656,45514053,42982991,44755653,41834581,40862196,33164957,34428426,28031058,39605728,33733846
"Pos",46038,"[M+H]+",12.416,"PC 18:1_22:5 (a)","PC",265702522,250000260,247701596,231640465,222222364,218623710,173898832,105043585,213907578,211724398,216243776,203751211,206989093,166635176,182690668,147876666,194257928,164951541
"Pos",46037,"[M+H]+",12.682,"PC 18:1_22:5 (b)","PC",39136812,44123231,10040187,36068304,29698769,33092980,24756119,13217236,31823433,27042722,38194140,32694609,28176917,25240267,26210072,19944934,23816500,24965398
"Pos",45831,"[M+H]+",12.034,"PC 18:1_22:6","PC",273866115,257016199,253549442,229921596,215659103,207583877,167550288,86732471,214142989,201131329,195912106,194501779,188899087,151263702,159688569,120281169,161941113,139197545
"Pos",49494,"[M+H]+",18.212,"PC 18:1_24:1","PC",9254461,15687570,23207117,20327359,12684239,8573620,13141644,8124363,15035670,16305490,17785379,18420717,16124952,13028598,13438554,13233156,16439152,13409108
"Pos",48691,"[M+H]+",13.424,"PC 18:1_24:5","PC",21717930,14401521,17332132,14993305,14531958,13767423,11249982,3509450,14215733,12638975,16771316,14347402,21165102,3700465,9190437,7647381,12466027,10243252
"Pos",51971,"[M+H]+",19.742,"PC 18:1_26:1","PC",9717471,9834728,9931317,9187703,8590014,8407988,4759817,3557916,5837794,6862794,7290932,7642846,7108266,5471966,5104012,1327017,6604776,5749822
"Pos",45629,"[M+H]+",11.184,"PC 18:2_22:6","PC",13894698,12507708,12775020,7106402,11125048,10191854,8795757,4033867,10816948,9810109,9624862,9248027,9766127,7422784,8358872,5632803,7653972,7023037
"Pos",42921,"[M+H]+",15.472,"PC 19:0_18:1 (a)","PC",9959509,9497299,11606722,3571639,7689007,9127335,5159909,4302370,6683618,7943969,7236083,7890332,8762168,6522652,5865073,6881897,8621436,4723653
"Pos",42920,"[M+H]+",15.722,"PC 19:0_18:1 (b)","PC",39068578,38801436,37189584,33649533,33419822,30257887,13480972,13543149,29407194,27373312,29355585,29440418,28203658,22615535,23436686,19761448,23726882,22363733
"Pos",46414,"[M+H]+",14.285,"PC 20:1_20:3","PC",39935799,37467847,40027887,32623155,33200967,31433654,21964070,12208608,17075116,30253720,16236720,30308123,29232779,21560705,22914158,18776837,26227748,22301452
"Pos",48690,"[M+H]+",13.551,"PC 20:1_22:5","PC",21452155,9663668,19889962,22648045,20880006,21028938,6592293,10541773,17169344,6687065,17497738,17360838,21165102,23029694,7677800,14010406,16787594,5974622
"Pos",48487,"[M+H]+",13.173,"PC 20:1_22:6","PC",26659624,26192700,26734761,22136292,22648924,21307064,16496506,8951035,20747309,20006175,20420644,19900803,18939587,15386883,15753251,12441323,16670991,15014615
"Pos",45407,"[M+H]+",10.575,"PC 20:4_20:5","PC",858464,784639,757271,760871,674774,703639,374381,251384,677397,636634,662473,606570,590494,439827,469069,219586,252376,434606
"Pos",48103,"[M+H]+",11.325,"PC 20:4_22:5","PC",2283621,4371069,2258983,2007381,3908096,3686015,1755762,551271,1712146,1848925,1672121,1998584,3522778,1594298,1596531,805543,845605,2602622
"Pos",47904,"[M+H]+",10.998,"PC 20:4_22:6","PC",3902894,3627245,3656424,3064723,3011649,2922850,2340622,1097951,2838528,2661968,2598929,2348473,2273530,1925090,1823543,1169009,1623265,1485967
"Pos",47712,"[M+H]+",10.309,"PC 20:5_22:6","PC",633997,612983,648020,558143,533166,501800,411308,190429,499298,485469,425459,446038,418746,311776,343183,243839,312582,249441
"Pos",50356,"[M+H]+",11.013,"PC 22:5_22:6","PC",4905004,4207250,4597704,3819262,3896192,3441042,2895548,1340603,3592064,3659985,3299177,3112886,3104276,2443284,2704589,1710676,2492829,2213641
"Pos",50178,"[M+H]+",10.661,"PC 22:6_22:6","PC",858235,807195,847298,739482,736975,647982,565967,266154,637734,644180,631377,590125,582233,423661,486078,273036,432690,387960
"Pos",49670,"[M+H]+",19.787,"PC 24:0_18:1","PC",6057803,12247840,6938929,6510066,11106701,5331375,6177645,2404129,7414898,7784852,8673407,8856438,4892527,3501663,6796646,6253714,4637807,7110251
"Neg",30773,"[M-H]-",11.606,"PC 25:0<COOH>","OxPC",6030,0,0,0,0,0,4800,0,4588,0,0,0,0,0,0,0,0,0
"Neg",40836,"[M+HCOO]-",11.696,"PC 33:4<OH,oxo,OOH>","OxPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4767
"Neg",39393,"[M-H]-",10.825,"PC 34:2<OOH,COOH>","OxPC",136062,133233,101712,84821,121624,136757,91346,31503,104582,116092,98240,103270,136885,79251,130594,84045,126951,93535
"Neg",41516,"[M+HCOO]-",12.301,"PC 34:4<OH,oxo,OOH>","OxPC",0,84155,58137,16611,0,27208,0,10315,30061,28777,92841,27172,0,87338,0,51258,43237,110909
"Neg",42120,"[M+HCOO]-",12.04,"PC 35:4<2oxo,OOH>","OxPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",42219,"[M+HCOO]-",12.602,"PC 35:4<OH,oxo,OOH>","OxPC",0,0,0,0,0,0,0,0,0,0,0,14870,0,13482,0,13384,0,14672
"Neg",42118,"[M+HCOO]-",11.774,"PC 35:5<OH,oxo,OOH>","OxPC",0,0,8163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",40857,"[M+HCOO]-",14.871,"PC 36:2<OH>","OxPC",376325,309927,316662,360891,354294,271203,232167,134310,204410,230147,266979,228538,219559,242869,254030,187709,329787,295332
"Neg",43433,"[M+HCOO]-",14.083,"PC 37:4<OH,oxo,OOH>","OxPC",5266,0,6108,5559,0,0,0,0,12437,0,0,0,0,0,8412,0,0,5802
"Neg",43332,"[M+HCOO]-",12.674,"PC 37:5<OH,oxo,OOH> (a)","OxPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13817
"Neg",43333,"[M+HCOO]-",12.891,"PC 37:5<OH,oxo,OOH> (b)","OxPC",58434,31432,41212,60312,24002,33021,8229,5378,10314,0,21759,14070,9493,0,8796,15605,36559,9024
"Neg",41917,"[M+HCOO]-",11.721,"PC 37:5<OH,oxo>","OxPC",970916,703410,656695,780925,601838,741115,532066,322352,631805,664543,649640,707800,664168,502168,587471,392629,612170,543409
"Neg",42499,"[M+HCOO]-",13.093,"PC 39:5<oxo>","OxPC",2031201,2619362,1747322,2204389,1981334,1995331,1709296,920717,1954531,1821530,1699167,1656345,1790767,1660520,1656465,1555398,1671130,1770821
"Neg",42416,"[M+HCOO]-",12.866,"PC 39:6<oxo>","OxPC",405505,322447,346488,340513,329394,346024,284410,124004,285960,325101,250512,302818,258711,236063,254676,127171,183930,186118
"Pos",29994,"[M+H]+",11.88,"PC O-12:0_16:0","EtherPC",34287196,32137114,31232610,28353430,27325811,26105051,22236185,13024309,26810269,24141303,25165326,24015771,24514295,19360838,21543878,18009436,23487577,20915931
"Pos",32111,"[M+H]+",11.816,"PC O-14:1_16:1 (a)","EtherPC",5811231,6014579,5459298,4796002,4548755,4458951,3971630,2311397,5218940,4592607,4316820,4634473,2779624,3244992,2952267,2077375,1786462,2633056
"Pos",32110,"[M+H]+",11.873,"PC O-14:1_16:1 (b)","EtherPC",5812013,6014579,3729421,4796002,4548755,4458951,3971630,2311397,5218940,4593592,4316820,4634473,1174015,1726732,2952267,2077375,1138751,2633056
"Pos",34612,"[M+H]+",12.752,"PC O-14:1_18:1","EtherPC",15937081,18332163,20632702,17103424,15762604,14245127,14361515,6450869,15686243,17211760,16943827,15548796,16102371,13539110,13698614,10189737,14614809,12089021
"Pos",31195,"[M+H]+",12.447,"PC O-15:0_14:0","EtherPC",20199009,17839730,18141224,18202459,17131609,16351233,13878405,8010090,16442298,13959089,15173313,14709363,14999800,12741476,7379470,11613420,14829079,13235574
"Pos",32475,"[M+H]+",13.078,"PC O-16:0_14:0","EtherPC",958325564,945185297,933059614,843550601,831259108,778950058,641860271,360809023,765021241,658106030,652355126,672641850,666893674,550051786,563164691,510872254,628072979,564392790
"Pos",32298,"[M+H]+",11.997,"PC O-16:0_14:1","EtherPC",45642839,44688309,48375456,41967197,38696497,34007737,33745634,16239832,38426504,33117136,35752868,36380961,35911958,24638398,30481074,27590607,34775137,28566336
"Pos",33740,"[M+H]+",13.5,"PC O-16:0_15:0 (a)","EtherPC",26581871,26094810,21966270,22067289,25556432,24695639,20516045,11113044,20504179,17853118,19743928,22372117,21775040,8758489,21925387,19412076,19852890,18464255
"Pos",33735,"[M+H]+",13.699,"PC O-16:0_15:0 (b)","EtherPC",215659413,214439467,211953495,196352265,188030189,178280071,154730123,99282814,183212064,169362354,166107803,165092145,76170003,141678118,146877115,132159879,158169302,146668696
"Pos",34998,"[M+H]+",14.407,"PC O-16:0_16:0 (a)","EtherPC",4601701156,4542004879,4534220094,3995674705,3905072916,3786268548,2887871054,1785680703,3500709396,3085181300,3073199115,3173127645,3203134665,2590812327,2712641411,2535788865,2998185126,2685488610
"Pos",34997,"[M+H]+",14.482,"PC O-16:0_16:0 (b)","EtherPC",4601701156,4542004879,4501908678,3998027673,3903599781,3782154088,2881363241,1785680703,3479418453,3065862432,3064332805,3173127645,3203134665,2588906430,2712641411,2536140571,2998185126,2685488610
"Pos",35000,"[M+H]+",15.823,"PC O-16:0_16:0 (c)","EtherPC",5977671,5014507,6771191,1993832,8502111,2831881,4001493,6399737,1671036,3040928,4071048,1606323,1999233,6512957,2372696,2828124,4504462,1926349
"Pos",34799,"[M+H]+",13.191,"PC O-16:0_16:1","EtherPC",3150988371,3180003540,3118056196,2775244679,2769710352,2546030207,2252788728,1268591647,2673619632,2443057833,2462808395,2541532655,2610161614,2052586107,2158097541,2028866789,2484721091,2114273640
"Pos",36277,"[M+H]+",14.924,"PC O-16:0_17:0","EtherPC",76879663,73166615,73582656,72376358,68361852,62832200,46179175,26336298,57939002,55041837,60814662,52093906,58495935,44191300,46662864,45933311,56018598,51579698
"Pos",36078,"[M+H]+",13.814,"PC O-16:0_17:1","EtherPC",354984279,357736618,350481191,314536953,306416536,303028606,246201327,142670946,299782442,272908027,285157167,289195134,293379768,239742406,244600020,218200495,278056037,241069187
"Pos",37438,"[M+H]+",14.502,"PC O-16:0_18:1 (a)","EtherPC",6030065023,5999806868,5934925109,5355869285,5191672861,4929541644,3995069852,2340022205,4955479846,4515975067,4687932690,4823354604,4857990420,3831942336,3974326633,3841825151,4544635464,4036636808
"Pos",37440,"[M+H]+",14.611,"PC O-16:0_18:1 (b)","EtherPC",589602090,559753855,548900545,5367464842,521884631,484341504,423224448,267921951,442886068,502438346,455858222,488535516,483098503,439173256,405395338,3849766894,490024787,407728535
"Pos",37239,"[M+H]+",13.42,"PC O-16:0_18:2","EtherPC",881353453,887778474,878663615,791600794,587005212,737023446,460621975,356698663,751535673,689286299,698918427,561153710,741633751,446419712,419656196,568384829,694255047,453386714
"Pos",37039,"[M+H]+",12.455,"PC O-16:0_18:3 (a)","EtherPC",46520594,50161600,50747862,45225637,44486238,42353907,34253790,20270401,42291519,38658152,41079589,42445303,41839168,31669386,33724772,32723115,40066981,32286781
"Pos",37040,"[M+H]+",13.153,"PC O-16:0_18:3 (b)","EtherPC",88508473,143714802,139448382,71575773,115517268,71968781,95668558,35405780,58694722,67531512,64188917,66743826,63585426,79207448,53829705,28668011,31487227,55886125
"Pos",38548,"[M+H]+",14.303,"PC O-16:0_19:2","EtherPC",25027173,24626694,23985877,22298848,20598178,21078904,16030217,9201217,22460430,20523738,18242151,21018390,14636958,16386407,17496689,14848644,19120126,16364000
"Pos",39693,"[M+H]+",13.675,"PC O-16:0_20:3","EtherPC",325521504,319695269,323176285,292717097,278687009,275339742,237772236,140694830,288662696,272457322,279801279,287036810,272848530,225370309,240231458,217380471,257802135,225392785
"Pos",39501,"[M+H]+",12.892,"PC O-16:0_20:4 (a)","EtherPC",61941006,59042835,59994002,50124671,51872564,48868269,38041603,21367534,53108645,43451194,51938995,46047831,46902838,38093471,41832813,36365377,47156511,35289973
"Pos",39500,"[M+H]+",13.101,"PC O-16:0_20:4 (b)","EtherPC",941632359,905898968,919567889,812257271,822131395,751176634,623949461,337280853,762688043,724205316,725969302,721278939,725776519,589092889,595704253,507861492,662504808,617138575
"Pos",39496,"[M+H]+",13.446,"PC O-16:0_20:4 (c)","EtherPC",65642422,80145676,59589115,69382476,53533080,59344750,56511991,26367655,62291051,62439634,55217872,55990637,47506515,40270091,47838071,32352348,36157601,11897402
"Pos",39495,"[M+H]+",13.847,"PC O-16:0_20:4 (d)","EtherPC",23411254,21523230,23732621,21456612,16719093,19779471,17067333,8952509,20705971,18621502,20229785,16814115,18701921,14744699,12660147,7087796,9382098,9373312
"Pos",39322,"[M+H]+",12.233,"PC O-16:0_20:5","EtherPC",393250923,379134635,373600485,340960669,333127702,312571359,275900565,146984395,328826009,301270217,316279977,298204918,304781592,249336464,260253767,215997215,279164999,237643923
"Pos",42928,"[M+H]+",17.696,"PC O-16:0_22:1","EtherPC",32326041,64653467,29848105,61045359,57199968,54656455,42054571,26184148,48487288,48316940,49365118,53256270,51842635,42487837,41720680,42648684,49644405,22527329
"Pos",42732,"[M+H]+",16.294,"PC O-16:0_22:2 (a)","EtherPC",108831484,109395711,96733813,115163118,86483718,83477043,80708970,47325856,78812818,79510079,80610857,105249240,103927259,69387635,82834682,66050243,80880071,70676144
"Pos",42733,"[M+H]+",17.365,"PC O-16:0_22:2 (b)","EtherPC",15895724,15776156,16817189,14359260,14365441,13266325,9960218,6853691,12371850,7242112,11728116,12827096,10785957,9415195,9743309,7139366,3585079,7361375
"Pos",42327,"[M+H]+",14.083,"PC O-16:0_22:4","EtherPC",82871477,69896652,100620082,56939190,116451610,101777406,42074280,41549343,100305160,100688625,99450607,52106663,47650395,76859821,80865008,67756013,89491783,56344156
"Pos",42123,"[M+H]+",13.117,"PC O-16:0_22:5","EtherPC",1085485258,1034614989,1037723402,909591025,933611290,850902402,699969640,378636701,854951567,823762650,814698219,808396596,808821882,661847211,683774047,577588326,740898558,653157431
"Pos",41942,"[M+H]+",12.671,"PC O-16:0_22:6","EtherPC",683532504,659330616,636946108,600373019,560454138,558087996,447096830,231271231,542811753,517688704,550619510,558553947,507662194,416179837,444957249,366311561,468541557,506605069
"Pos",45439,"[M+H]+",17.786,"PC O-16:0_24:2","EtherPC",3094253,8389917,12541376,5746015,6786914,6160352,10819594,2709737,2090712,6333965,3615062,6972355,5347941,11879313,6168965,4779628,4535699,4930932
"Pos",45028,"[M+H]+",15.284,"PC O-16:0_24:4","EtherPC",21447721,12775829,20264003,17525362,18717522,10445607,11298053,3956435,14462055,14400440,16224132,13950191,5225516,6857773,11181176,12210708,14615061,10257626
"Pos",44816,"[M+H]+",14.186,"PC O-16:0_24:5 (a)","EtherPC",76057959,77701145,75664419,69756254,69957883,60219131,48452804,25122094,58327207,60013604,59314884,62355425,61074101,42149527,45391614,39048870,53096799,45450699
"Pos",44818,"[M+H]+",15.196,"PC O-16:0_24:5 (b)","EtherPC",6343579,6599628,7074776,1862565,2186351,5288419,4040152,2006613,4610865,4671993,4603201,2020114,4587617,1187133,1757291,854632,2443010,2389857
"Pos",32296,"[M+H]+",12.889,"PC O-16:1_14:0","EtherPC",218026937,208569381,210483637,183476704,190671003,169517364,143575029,82764256,175809642,153926243,160750695,153230196,142729477,117140445,125752079,79946368,101632213,85714051
"Pos",34802,"[M+H]+",14.211,"PC O-16:1_16:0","EtherPC",874969818,832122162,828167488,722431421,731008385,686362267,539076113,328685841,650678250,608134011,594261056,599904301,557973800,453263126,472020325,315378231,400059966,344962823
"Pos",34614,"[M+H]+",12.185,"PC O-16:1_16:1 (a)","EtherPC",15494498,6138607,11007403,13461274,11459512,10087193,11967636,5065879,12151256,9399935,11452052,10284746,11775674,9654828,8986563,8348995,12523746,8230201
"Pos",34617,"[M+H]+",12.995,"PC O-16:1_16:1 (b)","EtherPC",451261731,448732210,432288381,390804633,399413772,360991332,312875394,177344720,380152040,337529544,346772118,336368011,316063244,256633597,258394880,178111098,221822358,184391769
"Pos",35881,"[M+H]+",13.573,"PC O-16:1_17:1","EtherPC",37092737,58026109,59594882,51207025,34540953,52641972,44112047,30020190,51650402,49649384,48069850,48498262,45536764,38379112,38826056,28003897,12008879,25979398
"Pos",37241,"[M+H]+",14.287,"PC O-16:1_18:1","EtherPC",1023217490,1018964950,1007653449,883247599,868417382,832226833,665342464,382924712,800030205,756107350,749594625,753393488,701233790,561215057,571468575,390509151,484942936,406769136
"Pos",39323,"[M+H]+",12.907,"PC O-16:1_20:4","EtherPC",152160058,141123717,141889421,123400263,129153195,112625048,96305468,50632318,120364676,108795509,112369663,105009043,94715301,81745992,87090028,54849399,66411706,60058520
"Pos",39156,"[M+H]+",12.026,"PC O-16:1_20:5","EtherPC",46239938,42415043,43065564,37983563,35831538,33657310,27230287,14169351,36541452,32186039,31115110,30229690,27155972,21050547,22225934,12179384,16664670,14439493
"Pos",42122,"[M+H]+",13.806,"PC O-16:1_22:4","EtherPC",17023607,19813766,33320063,34902881,40843427,35525818,20516178,11882120,35026710,32678402,31953642,18967833,31705414,17874224,15460848,9528829,20998339,21864529
"Pos",41704,"[M+H]+",12.447,"PC O-16:1_22:6","EtherPC",119438628,113314473,116652288,104871264,104124981,95242590,82525828,50734917,100936561,90593156,93437682,88641581,79402237,67002067,69241032,42118053,55077796,45682143
"Pos",34420,"[M+H]+",11.965,"PC O-16:2_16:1","EtherPC",4672807,4890562,2634881,4334552,4229175,3473494,3523725,1923052,4301273,2920075,3547430,3519942,3058892,2711319,2306655,1301642,2539320,1605599
"Pos",45221,"[M+H]+",16.709,"PC O-16:2_24:1","EtherPC",1959361,1903194,4981476,4562543,3000738,2384216,1425554,2346725,1590072,4250940,1256869,2028778,3267741,3366166,1783729,1689647,2609192,3734043
"Pos",36276,"[M+H]+",15.134,"PC O-17:0_16:0","EtherPC",93221554,95236145,93452830,77578296,74534477,73669453,40290511,36149174,67038978,59960757,56786287,64717863,63315037,53217639,55462407,46800500,59343826,50115629
"Pos",38767,"[M+H]+",15.233,"PC O-17:0_18:1","EtherPC",141195628,159430476,162928428,123379086,116613805,47137043,53728595,59295566,121171722,62702634,40629256,62336977,65268039,27365528,102031207,97952754,106550238,58445892
"Pos",40873,"[M+H]+",13.729,"PC O-17:0_20:4","EtherPC",25361275,24413340,15703486,26426862,22756604,20390930,7314517,4370990,11350773,18893621,18359854,14797012,20107158,16734868,16628378,14634689,11007195,16138036
"Pos",43342,"[M+H]+",13.287,"PC O-17:0_22:6","EtherPC",17877868,16388111,17536671,14695781,14532140,14087024,10105029,6139324,13069913,12915941,12813514,11816109,12792651,8870363,10190296,8648349,10534684,9210678
"Pos",36079,"[M+H]+",14.663,"PC O-17:1_16:0 (a)","EtherPC",19667122,21240843,10413857,18154813,18211654,16086860,7666977,8229387,8890101,15147747,14256538,15562345,13207649,10625382,11653111,6187220,10036924,4342271
"Pos",36076,"[M+H]+",14.902,"PC O-17:1_16:0 (b)","EtherPC",21419171,19838585,21682791,17664403,17457921,16708554,8146354,3719640,6452550,15117736,16220709,15002783,12593178,6279920,11137053,8236969,10508964,7520886
"Pos",38550,"[M+H]+",14.792,"PC O-17:1_18:1 (a)","EtherPC",10075782,11783706,3905474,3632378,8902787,8381579,6615579,3854731,7977685,2693994,7906349,7932500,5604020,4515788,5676501,3775399,4391076,4981357
"Pos",38553,"[M+H]+",14.98,"PC O-17:1_18:1 (b)","EtherPC",43871548,43711393,55483388,48068293,36925569,36148685,28187917,16541554,33115243,37877560,32824771,30770959,32614809,24998684,24628839,15338286,19829753,18005850
"Pos",37650,"[M+H]+",15.957,"PC O-18:0_16:0","EtherPC",651688795,653297177,636281465,542790473,527013623,517916595,375039999,240643153,443117074,411497012,407333018,436644109,426517983,348427572,367107167,328038137,414910713,359291264
"Pos",40104,"[M+H]+",16.038,"PC O-18:0_18:1 (a)","EtherPC",659301430,661593178,442914231,575777867,553411014,532499271,402788175,242544800,489910815,460581493,478960377,509827831,510459621,398218178,405003513,395607788,487666652,414034892
"Pos",40105,"[M+H]+",17.282,"PC O-18:0_18:1 (b)","EtherPC",4944737,4520846,4663775,2261192,914943,4863942,2990285,2182453,1914240,4422192,2591679,3321505,1065249,2604723,989646,1573195,3380997,1379674
"Pos",42530,"[M+H]+",15.121,"PC O-18:0_20:3","EtherPC",105799249,100904686,102243320,87358034,87330835,80401963,57640182,37995661,83115512,81709494,85182005,76871252,77896532,40328392,68860015,56897495,81093876,63638475
"Pos",42328,"[M+H]+",14.431,"PC O-18:0_20:4 (a)","EtherPC",226957861,221656317,222098479,196748164,199538601,184086110,139261120,81680745,175248271,174415099,179613189,175310966,173268215,141384955,143766742,127043052,158882692,145832828
"Pos",42331,"[M+H]+",14.849,"PC O-18:0_20:4 (b)","EtherPC",30263882,29665298,27863503,22711276,18125888,23972433,17103687,6804464,21967626,18719297,17927348,19948641,7146771,14434516,14194972,9308473,12056529,3661795
"Pos",42124,"[M+H]+",13.441,"PC O-18:0_20:5","EtherPC",162438144,148969160,151020976,141623473,137277075,132571835,111473841,59817903,127694625,125996780,119826417,112453089,121433262,103139859,98405089,86236403,115957146,101936238
"Pos",45438,"[M+H]+",17.88,"PC O-18:0_22:2","EtherPC",10502448,12109383,12541376,8677489,8984142,10255521,10819594,2021718,1824001,5635619,8411791,1453859,10411033,11879313,6861635,7584071,3309723,2197658
"Pos",45027,"[M+H]+",15.506,"PC O-18:0_22:4","EtherPC",15681992,14506943,16361583,15093533,15176340,11053833,8540615,1823167,10330640,10061414,8763901,10199755,13747776,9684255,8848188,8587191,9129204,9753505
"Pos",44815,"[M+H]+",14.399,"PC O-18:0_22:5","EtherPC",181947744,173276459,175030845,153949577,154349599,143635769,107544968,63273548,137413439,132652847,140072585,134941090,131207890,107964118,112591860,97877809,122730839,46556658
"Pos",44633,"[M+H]+",13.939,"PC O-18:0_22:6","EtherPC",164877674,165291505,160522682,143472092,138113023,134266329,99594051,56930117,129811836,113411735,128528006,121179286,161152941,95867841,100028695,80417571,108570951,114987642
