"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","H2O2_0h_1","H2O2_0h_2","H2O2_0h_3","H2O2_1min_1","H2O2_1min_2","H2O2_1min_3","H2O2_20min_1","H2O2_20min_2","H2O2_20min_3","H2O2_4h_1","H2O2_4h_2","H2O2_4h_3","H2O2_24h_1","H2O2_24h_2","H2O2_24h_3","H2O2_72h_1","H2O2_72h_2","H2O2_72h_3"
"Neg",42996,"[M-H]-",13.158,"PI 18:1_19:1 (a)","PI",465256,936922,1214971,1584455,394561,1298090,997666,848812,1207139,1936340,2354079,2668606,1111408,2614841,3501260,1951790,3045919,1898782
"Neg",42995,"[M-H]-",13.548,"PI 18:1_19:1 (b)","PI",271377,422581,271271,357423,285302,371419,548042,690119,871781,555533,688172,786631,493689,1438079,1796639,945756,965725,1397995
"Neg",43736,"[M-H]-",13.781,"PI 18:1_20:1 (a)","PI",2108588,4099438,4096573,3769920,4703860,3115214,2773451,3913299,4239627,4549869,4772877,7481685,5128118,7508646,10150833,5832220,13946446,6050877
"Neg",43737,"[M-H]-",13.851,"PI 18:1_20:1 (b)","PI",2970797,2605153,4096573,3641686,4703860,1282595,740684,3913299,3873161,4329131,6098736,4883587,6099764,7508646,10150833,5832220,13946446,6232038
"Neg",43611,"[M-H]-",12.774,"PI 18:1_20:2","PI",1716796,2350430,2217170,2287291,1775340,2412320,2020144,1293116,1800181,3240468,2433797,4116519,2020702,3720936,5476339,3029298,4602025,3890485
"Neg",43506,"[M-H]-",11.981,"PI 18:1_20:3","PI",1521649,1780498,1965055,2176849,1665778,1914645,1836810,1115758,2603831,3011201,3388960,3516167,3503810,3126833,4375092,2497252,3490559,3929325
"Neg",43395,"[M-H]-",11.518,"PI 18:1_20:4","PI",11225447,13008440,14151801,13420061,11581559,13298391,11987082,7558808,18470174,18421936,22403250,24020125,24570621,22475392,35206958,16357956,25006543,24789508
"Neg",43303,"[M-H]-",10.822,"PI 18:1_20:5 (a)","PI",320501,399702,405040,427373,308720,469988,337026,210658,501585,591776,641908,731695,778828,691799,1108611,507586,732948,640180
"Neg",43304,"[M-H]-",11.127,"PI 18:1_20:5 (b)","PI",213189,589487,665543,247830,527423,656253,504756,300158,651495,681327,633751,911400,1058404,637024,1002295,451004,959243,528349
"Neg",45016,"[M-H]-",14.037,"PI 18:1_22:2 (a)","PI",851903,997244,1032470,1130773,718549,1046155,908651,579197,1298416,1390599,1625501,1793331,1759095,1818645,2402638,1304553,2039962,1794181
"Neg",45015,"[M-H]-",14.329,"PI 18:1_22:2 (b)","PI",376934,498509,551588,581745,471168,500637,169973,304199,591256,737546,823116,889041,804207,844979,1297797,718468,907977,863888
"Neg",44820,"[M-H]-",12.284,"PI 18:1_22:4","PI",325782,621331,613957,287323,259399,498129,529096,192037,694943,1001457,1149779,1174551,654190,1262277,1620665,815889,693413,832915
"Neg",44720,"[M-H]-",11.518,"PI 18:1_22:5","PI",1005356,1203219,1341541,1274200,1066723,1200738,1047957,711870,1657948,1826942,2073129,2142928,2248814,2023671,3206698,1503489,2282665,2182194
"Neg",44619,"[M-H]-",11.205,"PI 18:1_22:6","PI",530610,678566,795831,577802,571508,662758,760717,346653,840533,1029768,1139333,1264107,1166160,1085589,1626012,704768,1144207,1054052
"Neg",44101,"[M-H]-",12.013,"PI 19:1_20:4","PI",277666,451762,413534,362569,452882,381690,395013,310171,653243,722713,853376,944710,752246,911055,1320893,585279,877054,843812
"Neg",34454,"[M-H]-",11.546,"PS 16:0_16:1","PS",4840697,5918059,5652744,2295568,4390615,5463004,5757880,3688387,7787458,6654253,7223020,9198595,8608727,8771079,10516551,5815409,8087362,6339935
"Neg",36139,"[M-H]-",12.657,"PS 16:0_18:1 (a)","PS",31498253,40258245,39635509,37958695,29648551,37183304,36309610,24654209,46632877,45587895,48604615,57368306,56899812,55710450,65709552,37436270,53531149,44012614
"Neg",36137,"[M-H]-",13.409,"PS 16:0_18:1 (b)","PS",254096,1072806,927702,888478,261544,489801,378754,185319,366735,950215,729639,709442,489063,393479,951958,705514,965553,904706
"Neg",37533,"[M-H]-",11.546,"PS 16:0_20:4 (a)","PS",732252,961732,1034280,849882,715316,926484,893260,559344,1204322,1113078,1247125,1471264,1317916,1229913,1727028,713178,1046911,895098
"Neg",37532,"[M-H]-",12.641,"PS 16:0_20:4 (b)","PS",1648198,2295392,2790009,3060969,2653314,3030400,2574435,1710899,3204685,2234947,3044236,3324544,2155306,3164740,3511778,2128407,3124430,2697049
"Neg",39131,"[M-H]-",11.605,"PS 16:0_22:5 (a)","PS",1120936,1193639,2240839,2111556,1138055,2080984,1433117,1369632,3019736,2593157,2625055,3298113,2100673,2766470,2650901,1694912,2367447,1326184
"Neg",39133,"[M-H]-",12.6,"PS 16:0_22:5 (b)","PS",0,0,15422,92658,0,20290,44397,9350,0,72466,81940,160838,111894,114636,343247,590400,871053,721955
"Neg",39000,"[M-H]-",11.223,"PS 16:0_22:6","PS",696752,764867,847562,730872,562134,722781,821108,388422,984764,931870,884231,1200428,986370,933737,1266493,498278,791698,619500
"Neg",36015,"[M-H]-",11.662,"PS 16:1_18:1","PS",4074092,5127719,5068913,1668349,1897100,4634467,4815216,2767561,6285713,5287428,5984495,7313595,6078388,7141077,8903389,4706208,6156661,5743952
"Neg",37007,"[M-H]-",13.259,"PS 17:0_18:1","PS",1971874,2827816,2770044,2857661,2295204,2739606,2452881,1679253,3768607,3034476,4265423,4327055,4583195,4752697,5586846,3053637,4451320,3685308
"Neg",37875,"[M-H]-",13.878,"PS 18:0_18:1 (a)","PS",50176647,64354870,61939571,59547278,45934085,61471092,52409519,36330766,73723288,75449395,75287609,88122403,82587823,84038200,110852886,54539516,76836083,64459663
"Neg",37879,"[M-H]-",14.46,"PS 18:0_18:1 (b)","PS",1258064,922778,1158299,1394544,1037378,980156,592596,488877,2237287,783472,983581,986619,855086,2750889,1072790,2128029,1091933,2886716
"Neg",37877,"[M-H]-",14.865,"PS 18:0_18:1 (c)","PS",332962,507677,483820,447046,299629,632262,373632,583376,629449,576671,1103948,950772,610508,1394063,488463,647462,1170981,368090
"Neg",39371,"[M-H]-",13.168,"PS 18:0_20:3","PS",4262725,5986911,5682723,5835838,4444884,5788344,5018727,3436228,7123045,6739698,7105059,8265498,8220271,8004221,9875103,4817323,6996140,5770224
"Neg",39885,"[M-H]-",12.96,"PS 18:0_20:3<OH> (a)","OxPS",1062772,1025388,842960,827839,930670,1023115,679481,462989,974546,795936,766430,774170,993913,820083,821755,496029,620847,558918
"Neg",39888,"[M-H]-",12.985,"PS 18:0_20:3<OH> (b)","OxPS",1062772,1005348,833724,788755,908441,989418,656936,452889,953470,795937,740802,766404,976817,796728,788838,496029,561208,532486
"Neg",39887,"[M-H]-",13.196,"PS 18:0_20:3<OH> (c)","OxPS",38188,70110,62259,37459,37515,31230,76702,90178,63566,162935,179006,120576,68252,52113,26992,90866,81228,123383
"Neg",39261,"[M-H]-",12.65,"PS 18:0_20:4 (a)","PS",4722442,5850606,5535837,5420311,4791091,6129040,5781825,3370326,6362477,6546651,6707092,8385542,7738699,7152655,8305463,4686435,6858006,5434594
"Neg",39260,"[M-H]-",13.858,"PS 18:0_20:4 (b)","PS",9464770,6876669,8191809,8683028,7563201,8995480,6779082,3975017,8346637,8054528,8161493,9154677,8753623,8630790,9457943,6083990,7970548,7013291
"Neg",39132,"[M-H]-",11.841,"PS 18:0_20:5 (a)","PS",1009094,1277619,1438769,1277880,1063338,553651,1270937,707623,1688807,663436,1687251,725449,1158252,1752495,1884673,869522,1356301,1121501
"Neg",39129,"[M-H]-",12.806,"PS 18:0_20:5 (b)","PS",1716684,2169709,1924688,2036629,1616525,1816014,1816286,980735,1052338,1778383,2316912,2180236,2226625,2051809,2246466,1380147,1866376,1447505
"Neg",41004,"[M-H]-",14.523,"PS 18:0_22:3","PS",412520,195320,595955,298126,381897,393204,154328,89121,207777,567616,707381,852906,466973,875228,1017135,152281,608780,518960
"Neg",40892,"[M-H]-",13.5,"PS 18:0_22:4 (a)","PS",1530221,2753796,1554318,2044610,1219497,2548836,1968100,1591185,2614174,2891497,4272647,3962017,3670946,1662336,2574404,1100631,3131760,2487112
"Neg",40889,"[M-H]-",15.155,"PS 18:0_22:4 (b)","PS",767589,773031,682832,718870,613163,623924,399229,258264,577537,661387,526611,680864,583253,497867,717745,410580,274401,466402
"Neg",41248,"[M-H]-",13.15,"PS 18:0_22:4<OH>","OxPS",95455,129840,106622,112743,129426,130084,85287,44319,96340,40165,33934,50990,41360,59417,105265,32716,26052,11051
"Neg",40763,"[M-H]-",12.632,"PS 18:0_22:5 (a)","PS",24595465,34862588,36576552,30473044,27801848,29443409,31849946,16597081,38651796,33421059,33989467,37884172,34407314,36347518,43314161,20081109,29706122,26464418
"Neg",40762,"[M-H]-",13.405,"PS 18:0_22:5 (b)","PS",225938,238750,281888,334652,306894,234818,131752,104313,264362,219186,354911,129157,180504,173151,366798,71306,344118,333414
"Neg",40760,"[M-H]-",14.265,"PS 18:0_22:5 (c)","PS",625694,494527,516751,503595,536058,513420,387751,225585,434005,469766,403964,685598,542032,652622,767871,354978,371857,178891
"Neg",40630,"[M-H]-",12.273,"PS 18:0_22:6 (a)","PS",12080294,15032405,13795606,12681626,12013482,15545061,14840816,8997027,18369464,16649697,18473080,21416770,20424347,19770436,23777997,10973888,14215481,13221733
"Neg",40628,"[M-H]-",13.143,"PS 18:0_22:6 (b)","PS",281568,377444,304565,266482,149278,212053,299840,217737,299160,210594,506678,283868,132842,720310,400229,127634,290520,175275
"Neg",31486,"[M-H]-",7.28,"PS 18:0_9:0<oxo>","OxPS",36566,36133,0,88130,0,0,0,14592,0,10356,0,0,0,0,0,11009,3036,0
"Neg",37764,"[M-H]-",12.773,"PS 18:1_18:1","PS",25252678,27613859,30951951,28075383,20941190,30273297,29681438,19101102,36262993,32054653,39056080,43997038,17703534,42664093,48508567,28507347,37997685,31872343
"Neg",37647,"[M-H]-",11.862,"PS 18:1_18:2 (a)","PS",618974,731985,470468,581971,678956,515538,739247,485550,928198,972547,943293,1354753,862077,1099699,1338821,541665,915458,913558
"Neg",37648,"[M-H]-",11.99,"PS 18:1_18:2 (b)","PS",1125084,1432051,941468,734693,967461,1078277,892326,211931,1767481,1246180,1370577,1302110,1981736,1564239,1068885,1423244,1743973,1453342
"Neg",37649,"[M-H]-",12.858,"PS 18:1_18:2 (c)","PS",28382,0,36679,7453,11057,11983,9428,0,7640,0,0,6833,78530,36409,107926,614611,344095,454325
"Neg",39471,"[M-H]-",13.944,"PS 18:1_20:1","PS",4230550,5932894,1910135,5355098,4082913,4389111,4831000,3166420,7164589,6294326,6874845,6262805,4377225,6885441,9167783,4580998,6615275,5549681
"Neg",39995,"[M-H]-",13.915,"PS 18:1_20:1<OH>","OxPS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",41122,"[M-H]-",15.276,"PS 18:1_22:1","PS",3119995,3894795,4391078,4258645,2948098,2052662,3618756,2362853,4817524,4143880,5320977,5831037,5204647,5410404,6388447,3463341,5124482,4303878
"Neg",41440,"[M-H]-",15.649,"PS 18:1_22:1<OH>","OxPS",383292,393729,322859,340961,352944,297788,231090,150464,248516,220494,224877,269342,251466,195675,205462,148144,207926,155175
"Neg",41007,"[M-H]-",14.214,"PS 18:1_22:2","PS",176982,320611,245693,383564,170055,309834,389732,196004,498262,238422,548825,470086,591081,353883,694715,138491,474660,327395
"Neg",40629,"[M-H]-",11.629,"PS 18:1_22:5","PS",2755543,3193852,3406704,3073342,2805001,2658678,2707641,1770675,4113731,3423882,3352353,3487145,1215014,1221567,1575714,759818,1049561,2416445
"Neg",40513,"[M-H]-",11.299,"PS 18:1_22:6 (a)","PS",2005304,2551095,2598019,2112882,1938566,2291359,2281445,1411672,2761267,2876654,2723503,3193924,3040324,2959067,3427672,1713056,2283725,1852202
"Neg",40512,"[M-H]-",12.557,"PS 18:1_22:6 (b)","PS",3074638,3168335,2494691,3075043,2975855,2674797,2346837,1278536,2251128,2555625,2527048,2224890,2468276,2377489,2329909,1612470,2049602,1952404
"Neg",42717,"[M-H]-",16.725,"PS 18:1_24:1","PS",1179398,1495340,1438203,1411706,416168,563497,1096795,449594,1555022,1428424,1808640,1797513,1745777,1556473,2007730,688475,1578733,905192
"Neg",42601,"[M-H]-",15.454,"PS 18:1_24:2","PS",230134,170122,222672,133678,279108,259183,309740,113464,488795,460345,401072,336181,524432,229907,584290,144290,358830,245329
"Neg",39590,"[M-H]-",15.229,"PS 20:0_18:1","PS",2589531,1226690,3276434,1715121,2076465,2096236,2453229,1592701,1517271,3415327,3468528,4311980,4083220,4005806,4218801,1031157,3875777,3057585
"Neg",43774,"[M-H]-",13.862,"PS 20:1_24:5","PS",1418519,1556211,2270736,1666713,1013428,1744200,1768242,1016802,1801217,3093271,3330818,6405843,4119629,6170806,3285693,2470093,4941265,3039923
"Neg",41248,"[M-H]-",16.753,"PS 22:0_18:1","PS",887628,3208880,1200121,2356256,2048954,2359714,1953026,1575354,2842926,2196865,3287387,3525322,3719498,3870840,3955466,1838317,1467520,2497802
"Neg",42842,"[M-H]-",18.379,"PS 24:0_18:1","PS",1253885,927039,1582250,929526,1333858,1627280,1244698,939590,1662003,1838026,2251463,2373514,2188800,1978870,2378864,655378,830932,1735522
"Neg",37676,"[M-H]-",12.953,"PS 34:2<2oxo>","OxPS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",40737,"[M-H]-",12.372,"PS 38:3<2OH>","OxPS",22858414,19798291,17981786,19799643,19630127,20664351,18894014,10562903,19122769,17818652,17260930,18033502,21085457,18331109,21680184,16880394,18637933,19744476
"Neg",41344,"[M-H]-",14.234,"PS 40:2<oxo>","OxPS",3382530,3690488,2973348,3080275,3048876,3012137,2650259,1470501,2785487,2709142,2474943,2338458,2616398,2185340,2272820,1495177,1826505,1456517
"Pos",39522,"[M+NH4]+",22.025,"TG 14:0_14:0_16:0","TG",3798667,3374601,3604049,3041578,3839125,2885809,2198670,1848598,2199608,2539811,2743811,2891804,2825858,2264946,2395076,2261479,2723025,2327734
"Pos",39345,"[M+NH4]+",21.189,"TG 14:0_14:0_16:1","TG",1660863,1644264,1633299,1245291,2070671,1291061,1331788,799068,1262263,1335662,1291467,1254631,1424652,1232289,1186661,1228409,1404309,946403
"Pos",40894,"[M+NH4]+",22.395,"TG 14:0_15:0_16:0","TG",1556807,1905773,1758554,1729649,1477292,1123669,984572,1559320,1590040,1524259,1560323,1607148,1747392,1316041,998296,1411601,1103674,1431436
"Pos",40700,"[M+NH4]+",21.64,"TG 14:0_15:0_16:1","TG",613482,534551,558735,476720,1682068,555179,403731,553169,358009,467504,563052,482049,483865,862586,782177,349297,420839,530430
"Pos",42346,"[M+NH4]+",22.758,"TG 14:0_16:0_16:0","TG",31092402,26772189,28276315,26617695,25932023,23942457,15148209,13050937,15660475,18775642,20851647,22304837,21404915,18204995,18923155,18091324,19970387,18435345
"Pos",42149,"[M+NH4]+",22.063,"TG 14:0_16:0_16:1","TG",14722640,12744498,13898905,12125605,14050239,11333937,7947193,7634631,8463129,9425685,10609895,11222476,10446496,9049832,9454942,9019565,10073332,9207679
"Pos",44841,"[M+NH4]+",22.783,"TG 14:0_16:0_18:1","TG",117186455,102488098,108332587,100257240,97521549,92711645,61349060,50658521,60393011,73289421,83883572,87623791,82573578,72993728,73299217,70119221,78292980,71082569
"Pos",46963,"[M+NH4]+",21.89,"TG 14:0_16:0_20:4","TG",365876,387424,232913,224272,294347,281755,208962,207810,301214,236245,269735,260495,297529,165828,309956,243623,190172,89664
"Pos",49500,"[M+NH4]+",21.882,"TG 14:0_16:0_22:5","TG",1135436,1096133,1020515,501333,942938,842075,656645,539599,754341,830105,900519,750311,797292,871691,667327,711611,785953,759191
"Pos",49325,"[M+NH4]+",21.532,"TG 14:0_16:0_22:6","TG",371852,308225,344780,295589,314181,261934,191188,144376,210234,237506,280678,270624,258141,226724,206107,184709,231086,197817
"Pos",41964,"[M+NH4]+",21.25,"TG 14:0_16:1_16:1 (a)","TG",1541611,1380315,1490307,612034,1847080,1214396,333240,845645,651621,986330,1135522,602550,1115422,1057897,931399,1045388,685480,1074644
"Pos",41968,"[M+NH4]+",21.332,"TG 14:0_16:1_16:1 (b)","TG",1541611,1380315,1490307,687253,1847080,1214396,576146,162247,383057,986330,1135522,614888,120685,1057897,119089,1045388,449247,1074644
"Pos",44659,"[M+NH4]+",22.099,"TG 14:0_16:1_18:1","TG",24348679,21033483,23592689,20683584,23043095,19023444,13685905,12341469,14728029,16282063,18179538,19788009,18538498,15583826,16167733,15965496,17687762,16096070
"Pos",44441,"[M+NH4]+",21.304,"TG 14:0_16:1_18:2","TG",971859,823033,925142,511959,885423,646267,526202,398468,606526,383828,591440,724132,600721,310293,549266,641344,658714,398683
"Pos",43737,"[M+NH4]+",23.071,"TG 15:0_16:0_16:0","TG",10179011,8697950,8753684,8181025,9293243,7486344,5513979,5264198,5364782,6215239,7080491,7383892,7249796,6270290,6330839,5905344,6666012,6024991
"Pos",43551,"[M+NH4]+",22.437,"TG 15:0_16:0_16:1","TG",4962140,4773662,4997260,4389761,5747292,4105932,3334926,3381998,3552648,3688486,3900074,4124404,4080452,3437651,3566768,3559291,4001849,3559373
"Pos",46253,"[M+NH4]+",23.102,"TG 15:0_16:0_18:1","TG",28124367,24526704,25746699,23343372,24794989,21771735,14112424,12654054,14793704,17645024,19715159,20667360,19293463,16635107,17076485,16380759,17664819,16903393
"Pos",50754,"[M+NH4]+",22.289,"TG 15:0_16:0_22:5","TG",325479,302916,193944,126256,70362,157709,77758,76172,66080,123770,215402,155497,84769,130426,162518,103819,220791,204364
"Pos",45052,"[M+NH4]+",23.393,"TG 16:0_16:0_16:0","TG",128726751,111549220,118422370,106660110,103133856,105019181,57754436,53668412,62846991,77730013,88923912,92074759,85312972,77728522,77469497,70635744,83695662,77632242
"Pos",46438,"[M+NH4]+",23.675,"TG 16:0_16:0_17:0","TG",11031982,9887191,10427800,9296167,10029111,9139526,5702687,5015444,5962043,6992601,7832932,8136436,7982259,6778929,7073990,6493194,7583820,7089531
"Pos",47764,"[M+NH4]+",23.959,"TG 16:0_16:0_18:0","TG",73686111,65812861,69701732,60649472,60774641,61473803,33055787,30801069,34404824,44185327,52870302,53125368,48382649,42648686,44621417,40982991,47053179,43964624
"Pos",47560,"[M+NH4]+",23.412,"TG 16:0_16:0_18:1","TG",390199508,340880071,365884919,326525184,319091064,317907209,188693889,168007883,195534041,236462294,275645324,287388432,261193592,239522627,238379073,223438411,255564179,236462898
"Pos",49681,"[M+NH4]+",22.64,"TG 16:0_16:0_20:4","TG",1960479,1732226,2179214,1353783,1876689,1472512,1129741,644170,1271424,1292311,1516274,1465791,1566282,1396166,1448768,1178371,1531902,1338447
"Pos",49501,"[M+NH4]+",22.066,"TG 16:0_16:0_20:5","TG",664879,523767,678262,551225,649458,519374,382554,275112,343751,459627,463781,555653,429207,352654,445006,355440,519812,373142
"Pos",51817,"[M+NH4]+",22.321,"TG 16:0_16:0_22:6","TG",2985016,2475731,2599373,2394303,2491668,2249615,1488706,1211828,1522721,1926218,2181706,2147191,2053330,1851429,1861432,1547608,1912147,1756016
"Pos",54082,"[M+NH4]+",25.044,"TG 16:0_16:0_23:0","TG",767896,698411,691116,642757,887808,690153,548416,631077,597291,614825,587260,688098,608628,591222,563653,610024,642477,578697
"Pos",55236,"[M+NH4]+",25.21,"TG 16:0_16:0_24:0","TG",3347048,2926219,3195599,2883110,3227623,2695755,1889398,1772452,1796400,2263283,2450993,2629630,2442025,2170594,2161560,2035896,2244935,2074079
"Pos",56279,"[M+NH4]+",25.353,"TG 16:0_16:0_25:0","TG",840420,762655,730481,724172,880235,701765,611460,631460,593765,615740,692703,656169,694677,633423,618708,630520,661989,334855
"Pos",62620,"[M+NH4]+",25.954,"TG 16:0_16:0_32:1","TG",461024,428810,443533,427661,488754,426372,257020,242723,260371,303262,348295,341367,349503,305578,278624,319202,357691,281921
"Pos",44658,"[M+NH4]+",22.288,"TG 16:0_16:1_16:1","TG",896914,848604,831137,792748,1049441,708821,647419,612928,656614,694597,734409,752358,742156,624397,697184,662050,751204,641217
"Pos",46067,"[M+NH4]+",22.471,"TG 16:0_16:1_17:1","TG",5570614,4878442,5226845,4990421,5770499,4809796,3351981,3105920,3541329,3837780,4404389,4419611,4482936,3742245,3958128,3860959,4109767,3713139
"Pos",47352,"[M+NH4]+",22.817,"TG 16:0_16:1_18:1","TG",160686131,136208905,147867102,137394159,132977347,126900485,86544626,71984288,86886566,102957920,117991274,124895562,117779132,101433312,103625488,101688833,110784606,99823441
"Pos",46962,"[M+NH4]+",21.519,"TG 16:0_16:1_18:3","TG",918651,778409,822794,581314,750513,718762,504735,463276,399279,667810,584113,670042,665011,587593,628326,573911,645987,545055
"Pos",51818,"[M+NH4]+",21.9,"TG 16:0_16:1_22:5","TG",1980384,1657272,1426172,1383453,1559030,1358676,1106057,906407,1298475,1307102,1443016,1236148,1402263,1185637,1298157,1028074,1300610,1195438
"Pos",51635,"[M+NH4]+",21.569,"TG 16:0_16:1_22:6","TG",1171239,960262,1007516,912933,1009809,879468,638508,529846,690902,889862,941230,895371,849242,749179,740642,712222,801959,721577
"Pos",48918,"[M+NH4]+",23.696,"TG 16:0_17:0_18:1","TG",24722920,24869614,27444272,24194698,25281139,22830234,13829166,10339957,14271978,13844391,18754294,21262468,20379696,17246024,18106986,16738276,19038626,17549307
"Pos",53234,"[M+NH4]+",22.952,"TG 16:0_17:0_22:5","TG",269121,317464,168858,191837,267029,248383,82610,68809,140528,112505,191988,222269,123232,125357,207742,166093,85838,127901
"Pos",48712,"[M+NH4]+",23.119,"TG 16:0_17:1_18:1","TG",31356820,26175248,28403265,26064816,26740753,24034364,15603637,13960671,16139407,19546880,22618468,23620754,22146967,18916195,19532394,18466463,20721915,19067484
"Pos",53062,"[M+NH4]+",22.286,"TG 16:0_17:1_22:5","TG",410450,342275,344806,375201,373216,310161,185334,134245,248866,267068,191361,303123,248640,235063,202119,189220,267610,217259
"Pos",50410,"[M+NH4]+",24.442,"TG 16:0_18:0_18:0","TG",17696721,15939140,17277153,14435981,14450212,14153530,7949880,7600725,8341988,10292143,12012134,12530590,11566497,10144250,10476160,9287853,11123164,10152788
"Pos",50217,"[M+NH4]+",23.971,"TG 16:0_18:0_18:1","TG",157103398,139456320,151761500,132932266,132342783,130225103,74470285,68030183,76675910,96053120,114501060,115343973,106107131,92650534,94677575,89091279,101002016,93866645
"Pos",51454,"[M+NH4]+",24.203,"TG 16:0_18:0_19:1","TG",9133354,8081904,8711016,7733038,7688583,7317941,4358844,3926693,4606613,5534815,6627387,6554174,6110911,5380915,5502191,5110087,5855165,5476735
"Pos",52878,"[M+NH4]+",24.854,"TG 16:0_18:0_20:0","TG",4133318,3574798,3787020,3214568,3454815,3286082,2157715,1960298,2154539,2492145,2806400,2954512,2758204,2571439,2433286,2402562,2632450,2388993
"Pos",52670,"[M+NH4]+",24.451,"TG 16:0_18:0_20:1","TG",29887349,27353611,29493045,24621649,24993709,24111089,13906956,12782992,14421704,17567373,21081821,21132429,19852775,16941923,17783357,16266065,18565235,17380083
"Pos",55038,"[M+NH4]+",24.854,"TG 16:0_18:0_22:1","TG",10167187,9141511,10014695,8951951,9015198,8679049,4921293,4558638,5000655,6178956,7209718,7474901,7039802,6097583,6038508,5803823,6466567,6095600
"Pos",54388,"[M+NH4]+",23.23,"TG 16:0_18:0_22:5","TG",4370767,3431711,3185129,4128785,3334898,3215139,2001603,1156073,1991914,3134630,1585185,3115150,2823595,2657523,2785452,2077391,2946831,3159637
"Pos",54224,"[M+NH4]+",23.008,"TG 16:0_18:0_22:6","TG",2474049,1953271,1937447,1795938,1778567,1691997,1078880,924474,1013501,1351191,1445026,1564195,1512257,1357880,1311029,1191961,1423454,1155853
"Pos",57329,"[M+NH4]+",25.498,"TG 16:0_18:0_24:0","TG",2296165,2033375,2104384,1935975,2136658,1881273,1208100,1130328,1219104,1491683,1701726,1590475,1516449,1430837,1469887,1356221,1526385,1387793
"Pos",59366,"[M+NH4]+",25.741,"TG 16:0_18:0_26:0","TG",711550,594480,658681,620554,659471,564086,392146,385826,341734,425722,492350,552090,507153,461088,430038,443305,463870,394250
"Pos",50031,"[M+NH4]+",23.43,"TG 16:0_18:1_18:1","TG",398496058,338780046,371531233,335228191,325629364,321778393,203549068,180007100,210874117,247302335,288794886,302784519,277914611,250907734,247104839,239274958,270202296,247831563
"Pos",49851,"[M+NH4]+",22.855,"TG 16:0_18:1_18:2","TG",95602174,79149090,86703716,80576861,79399786,76360441,52053106,44092333,51836776,61712303,72037861,73680492,70666559,60655049,61611921,60651605,65523244,59730510
"Pos",51252,"[M+NH4]+",23.708,"TG 16:0_18:1_19:1","TG",27363087,23120767,25825184,23111330,23832385,21313874,13347302,11392051,13375014,17153817,19875679,20234067,19730789,16654194,17364052,16331137,18013688,16864444
"Pos",52472,"[M+NH4]+",23.982,"TG 16:0_18:1_20:1","TG",120359190,103385779,114892143,102647813,100638206,99562228,60066214,54014616,60633324,75175978,90541702,90799859,84150781,73754828,73242364,71526261,78263871,73322658
"Pos",51982,"[M+NH4]+",22.617,"TG 16:0_18:1_20:4","TG",7276273,6250340,7039915,6174438,6513637,5856986,4006961,3455873,4240357,4995920,5804623,5483684,5547252,4700238,4800014,4007167,5229820,4838318
"Pos",51816,"[M+NH4]+",22.09,"TG 16:0_18:1_20:5","TG",1041985,940247,1267526,1108301,1205199,915592,632278,562449,630856,822547,871304,1017529,835852,744482,769007,570976,840516,714382
"Pos",53406,"[M+NH4]+",23.339,"TG 16:0_18:1_21:3","TG",679802,1667798,261782,833926,1538447,323193,582232,413968,261859,384400,1254316,1530242,671709,290992,1196622,1032411,1087608,580838
"Pos",54389,"[M+NH4]+",23.081,"TG 16:0_18:1_22:4","TG",4865443,2592664,3439680,4431704,5286797,3041967,2983533,2434444,2088100,3451730,3303138,2845703,2069809,3602595,3415967,1973643,1173220,1616479
"Pos",54226,"[M+NH4]+",22.624,"TG 16:0_18:1_22:5","TG",9150768,7410369,8070746,7307512,7662931,6755006,4312124,3719544,4617919,5632153,6528530,6451481,6297825,5482667,5536073,4916103,5707192,5102665
"Pos",54064,"[M+NH4]+",22.345,"TG 16:0_18:1_22:6","TG",5834989,4632372,5267746,4546820,4858146,4419684,2906609,2401244,3001742,3774287,4281231,4354928,3950812,3515324,3652999,3219794,3759427,3462658
"Pos",57017,"[M+NH4]+",24.855,"TG 16:0_18:1_24:1","TG",12781145,11001087,12282507,10891924,10949022,10326388,6434660,5595258,6116342,7720525,9069613,9259254,8626113,7632789,7427951,7461893,8044791,7509094
"Pos",58070,"[M+NH4]+",25.031,"TG 16:0_18:1_25:1","TG",1466925,1236933,1383982,1186048,1377575,1164544,754382,714078,806183,933899,1048632,1080765,999674,963880,919509,910600,982251,885969
"Pos",59077,"[M+NH4]+",25.199,"TG 16:0_18:1_26:1","TG",8296879,6983704,7898205,7229138,7459684,6575648,4170037,3629180,3907136,5082998,5955461,6267598,5564216,4978480,4996706,4703383,5151852,4677777
"Pos",62547,"[M+NH4]+",25.729,"TG 16:0_18:1_30:1","TG",1260945,1156078,1208125,1118467,1155101,1036044,647701,646025,648053,831912,965120,1017951,897515,844394,788175,846297,847598,774020
"Pos",63819,"[M+NH4]+",25.948,"TG 16:0_18:1_32:1","TG",730636,668179,650047,633602,633491,550707,397479,364777,326857,426933,497387,522128,484967,424993,451882,457119,463467,398685
"Pos",49502,"[M+NH4]+",21.622,"TG 16:0_18:2_18:3","TG",705746,527448,384662,580751,612058,608227,462149,422572,485206,494114,355517,541476,519907,519126,585636,442128,498271,485769
